carriers,locs,techs,timesteps,carrier_con
electricity,NL21,curtailment,2015-03-22 09:00:00,0.0
electricity,NL21,curtailment,2015-03-22 12:00:00,0.0
electricity,NL21,curtailment,2015-03-22 15:00:00,0.0
electricity,NL21,curtailment,2015-03-22 18:00:00,0.0
electricity,NL21,curtailment,2015-03-22 21:00:00,0.0
electricity,NL21,curtailment,2015-03-23 00:00:00,0.0
electricity,NL21,curtailment,2015-03-23 03:00:00,0.0
electricity,NL21,curtailment,2015-03-23 06:00:00,0.0
electricity,NL21,curtailment,2015-03-23 09:00:00,0.0
electricity,NL21,curtailment,2015-03-23 12:00:00,0.0
electricity,NL21,curtailment,2015-03-23 15:00:00,0.0
electricity,NL21,curtailment,2015-03-23 18:00:00,0.0
electricity,NL21,curtailment,2015-03-23 21:00:00,0.0
electricity,NL21,curtailment,2015-03-24 00:00:00,0.0
electricity,NL21,curtailment,2015-03-24 03:00:00,0.0
electricity,NL21,curtailment,2015-03-24 06:00:00,0.0
electricity,NL21,curtailment,2015-03-24 09:00:00,0.0
electricity,NL21,curtailment,2015-03-24 12:00:00,0.0
electricity,NL21,curtailment,2015-03-24 15:00:00,0.0
electricity,NL21,curtailment,2015-03-24 18:00:00,0.0
electricity,NL21,curtailment,2015-03-24 21:00:00,0.0
electricity,NL21,curtailment,2015-03-25 00:00:00,0.0
electricity,NL21,curtailment,2015-03-25 03:00:00,0.0
electricity,NL21,curtailment,2015-03-25 06:00:00,0.0
electricity,NL21,curtailment,2015-03-25 09:00:00,0.0
electricity,NL21,curtailment,2015-03-25 12:00:00,0.0
electricity,NL21,curtailment,2015-03-25 15:00:00,0.0
electricity,NL21,curtailment,2015-03-25 18:00:00,0.0
electricity,NL21,curtailment,2015-03-25 21:00:00,0.0
electricity,NL21,curtailment,2015-03-26 00:00:00,0.0
electricity,NL21,curtailment,2015-03-26 03:00:00,0.0
electricity,NL21,curtailment,2015-03-26 06:00:00,0.0
electricity,NL21,curtailment,2015-03-26 09:00:00,0.0
electricity,NL21,curtailment,2015-03-26 12:00:00,0.0
electricity,NL21,curtailment,2015-03-26 15:00:00,0.0
electricity,NL21,curtailment,2015-03-26 18:00:00,0.0
electricity,NL21,curtailment,2015-03-26 21:00:00,0.0
electricity,NL21,curtailment,2015-03-27 00:00:00,0.0
electricity,NL21,curtailment,2015-03-27 03:00:00,0.0
electricity,NL21,curtailment,2015-03-27 06:00:00,0.0
electricity,NL21,curtailment,2015-03-27 09:00:00,0.0
electricity,NL21,curtailment,2015-03-27 12:00:00,0.0
electricity,NL21,curtailment,2015-03-27 15:00:00,0.0
electricity,NL21,curtailment,2015-03-27 18:00:00,0.0
electricity,NL21,curtailment,2015-03-27 21:00:00,0.0
electricity,NL21,curtailment,2015-03-28 00:00:00,0.0
electricity,NL21,curtailment,2015-03-28 03:00:00,0.0
electricity,NL21,curtailment,2015-03-28 06:00:00,0.0
electricity,NL21,curtailment,2015-03-28 09:00:00,0.0
electricity,NL21,curtailment,2015-03-28 12:00:00,0.0
electricity,NL21,curtailment,2015-03-28 15:00:00,0.0
electricity,NL21,curtailment,2015-03-28 18:00:00,0.0
electricity,NL21,curtailment,2015-03-28 21:00:00,0.0
electricity,NL21,curtailment,2015-03-29 00:00:00,0.0
electricity,NL21,curtailment,2015-03-29 03:00:00,0.0
electricity,NL21,curtailment,2015-03-29 06:00:00,0.0
electricity,NL21,curtailment,2015-03-29 09:00:00,0.0
electricity,NL21,curtailment,2015-03-29 12:00:00,0.0
electricity,NL21,curtailment,2015-03-29 15:00:00,-5.8435391
electricity,NL21,curtailment,2015-03-29 18:00:00,0.0
electricity,NL21,curtailment,2015-03-29 21:00:00,0.0
electricity,NL21,curtailment,2015-03-30 00:00:00,-361.39824
electricity,NL21,curtailment,2015-03-30 03:00:00,0.0
electricity,NL21,curtailment,2015-03-30 06:00:00,0.0
electricity,NL21,curtailment,2015-03-30 09:00:00,-691.41023
electricity,NL21,curtailment,2015-03-30 12:00:00,-482.70868
electricity,NL21,curtailment,2015-03-30 15:00:00,0.0
electricity,NL21,curtailment,2015-03-30 18:00:00,0.0
electricity,NL21,curtailment,2015-03-30 21:00:00,0.0
electricity,NL21,curtailment,2015-03-31 00:00:00,-24.072582
electricity,NL21,curtailment,2015-03-31 03:00:00,-356.33467
electricity,NL21,curtailment,2015-03-31 06:00:00,-230.67469
electricity,NL21,curtailment,2015-03-31 09:00:00,-623.14379
electricity,NL21,curtailment,2015-03-31 12:00:00,-1077.4353
electricity,NL21,curtailment,2015-03-31 15:00:00,-25.048467
electricity,NL21,curtailment,2015-03-31 18:00:00,0.0
electricity,NL21,curtailment,2015-03-31 21:00:00,-166.62111
electricity,NL21,demand_electricity,2015-03-01 00:00:00,-1334.8996
electricity,NL21,demand_electricity,2015-03-01 03:00:00,-1309.6706
electricity,NL21,demand_electricity,2015-03-01 06:00:00,-1516.2016
electricity,NL21,demand_electricity,2015-03-01 09:00:00,-1703.9927
electricity,NL21,demand_electricity,2015-03-01 12:00:00,-1683.1829
electricity,NL21,demand_electricity,2015-03-01 15:00:00,-1864.8206
electricity,NL21,demand_electricity,2015-03-01 18:00:00,-1975.9177
electricity,NL21,demand_electricity,2015-03-01 21:00:00,-1581.8753
electricity,NL21,demand_electricity,2015-03-02 00:00:00,-1358.5063
electricity,NL21,demand_electricity,2015-03-02 03:00:00,-1517.0407
electricity,NL21,demand_electricity,2015-03-02 06:00:00,-2220.7677
electricity,NL21,demand_electricity,2015-03-02 09:00:00,-2305.4611
electricity,NL21,demand_electricity,2015-03-02 12:00:00,-2339.6405
electricity,NL21,demand_electricity,2015-03-02 15:00:00,-2384.7842
electricity,NL21,demand_electricity,2015-03-02 18:00:00,-2302.9997
electricity,NL21,demand_electricity,2015-03-02 21:00:00,-1743.2067
electricity,NL21,demand_electricity,2015-03-03 00:00:00,-1428.0959
electricity,NL21,demand_electricity,2015-03-03 03:00:00,-1558.7721
electricity,NL21,demand_electricity,2015-03-03 06:00:00,-2284.3716
electricity,NL21,demand_electricity,2015-03-03 09:00:00,-2487.8819
electricity,NL21,demand_electricity,2015-03-03 12:00:00,-2427.914
electricity,NL21,demand_electricity,2015-03-03 15:00:00,-2391.9445
electricity,NL21,demand_electricity,2015-03-03 18:00:00,-2310.4397
electricity,NL21,demand_electricity,2015-03-03 21:00:00,-1774.9807
electricity,NL21,demand_electricity,2015-03-04 00:00:00,-1480.344
electricity,NL21,demand_electricity,2015-03-04 03:00:00,-1601.9578
electricity,NL21,demand_electricity,2015-03-04 06:00:00,-2309.265
electricity,NL21,demand_electricity,2015-03-04 09:00:00,-2446.9896
electricity,NL21,demand_electricity,2015-03-04 12:00:00,-2419.1874
electricity,NL21,demand_electricity,2015-03-04 15:00:00,-2438.4308
electricity,NL21,demand_electricity,2015-03-04 18:00:00,-2332.5361
electricity,NL21,demand_electricity,2015-03-04 21:00:00,-1786.7841
electricity,NL21,demand_electricity,2015-03-05 00:00:00,-1478.3861
electricity,NL21,demand_electricity,2015-03-05 03:00:00,-1610.7964
electricity,NL21,demand_electricity,2015-03-05 06:00:00,-2300.818
electricity,NL21,demand_electricity,2015-03-05 09:00:00,-2372.7011
electricity,NL21,demand_electricity,2015-03-05 12:00:00,-2313.7962
electricity,NL21,demand_electricity,2015-03-05 15:00:00,-2372.1977
electricity,NL21,demand_electricity,2015-03-05 18:00:00,-2337.0113
electricity,NL21,demand_electricity,2015-03-05 21:00:00,-1767.7644
electricity,NL21,demand_electricity,2015-03-06 00:00:00,-1433.4102
electricity,NL21,demand_electricity,2015-03-06 03:00:00,-1549.7657
electricity,NL21,demand_electricity,2015-03-06 06:00:00,-2293.7136
electricity,NL21,demand_electricity,2015-03-06 09:00:00,-2428.5853
electricity,NL21,demand_electricity,2015-03-06 12:00:00,-2342.4375
electricity,NL21,demand_electricity,2015-03-06 15:00:00,-2302.6641
electricity,NL21,demand_electricity,2015-03-06 18:00:00,-2208.4609
electricity,NL21,demand_electricity,2015-03-06 21:00:00,-1731.4593
electricity,NL21,demand_electricity,2015-03-07 00:00:00,-1441.1859
electricity,NL21,demand_electricity,2015-03-07 03:00:00,-1435.3681
electricity,NL21,demand_electricity,2015-03-07 06:00:00,-1811.3977
electricity,NL21,demand_electricity,2015-03-07 09:00:00,-1970.4356
electricity,NL21,demand_electricity,2015-03-07 12:00:00,-1816.6561
electricity,NL21,demand_electricity,2015-03-07 15:00:00,-1925.7953
electricity,NL21,demand_electricity,2015-03-07 18:00:00,-2001.5383
electricity,NL21,demand_electricity,2015-03-07 21:00:00,-1631.1586
electricity,NL21,demand_electricity,2015-03-08 00:00:00,-1350.3391
electricity,NL21,demand_electricity,2015-03-08 03:00:00,-1329.9769
electricity,NL21,demand_electricity,2015-03-08 06:00:00,-1509.4329
electricity,NL21,demand_electricity,2015-03-08 09:00:00,-1627.9141
electricity,NL21,demand_electricity,2015-03-08 12:00:00,-1562.0725
electricity,NL21,demand_electricity,2015-03-08 15:00:00,-1778.5049
electricity,NL21,demand_electricity,2015-03-08 18:00:00,-1956.7302
electricity,NL21,demand_electricity,2015-03-08 21:00:00,-1565.8765
electricity,NL21,demand_electricity,2015-03-09 00:00:00,-1343.6822
electricity,NL21,demand_electricity,2015-03-09 03:00:00,-1508.4259
electricity,NL21,demand_electricity,2015-03-09 06:00:00,-2225.8582
electricity,NL21,demand_electricity,2015-03-09 09:00:00,-2362.7438
electricity,NL21,demand_electricity,2015-03-09 12:00:00,-2297.5735
electricity,NL21,demand_electricity,2015-03-09 15:00:00,-2309.9363
electricity,NL21,demand_electricity,2015-03-09 18:00:00,-2264.9045
electricity,NL21,demand_electricity,2015-03-09 21:00:00,-1711.9362
electricity,NL21,demand_electricity,2015-03-10 00:00:00,-1394.2521
electricity,NL21,demand_electricity,2015-03-10 03:00:00,-1518.7189
electricity,NL21,demand_electricity,2015-03-10 06:00:00,-2190.616
electricity,NL21,demand_electricity,2015-03-10 09:00:00,-2223.1172
electricity,NL21,demand_electricity,2015-03-10 12:00:00,-2178.1972
electricity,NL21,demand_electricity,2015-03-10 15:00:00,-2235.0884
electricity,NL21,demand_electricity,2015-03-10 18:00:00,-2243.4235
electricity,NL21,demand_electricity,2015-03-10 21:00:00,-1717.1945
electricity,NL21,demand_electricity,2015-03-11 00:00:00,-1430.1097
electricity,NL21,demand_electricity,2015-03-11 03:00:00,-1553.7374
electricity,NL21,demand_electricity,2015-03-11 06:00:00,-2233.7458
electricity,NL21,demand_electricity,2015-03-11 09:00:00,-2294.8324
electricity,NL21,demand_electricity,2015-03-11 12:00:00,-2185.0219
electricity,NL21,demand_electricity,2015-03-11 15:00:00,-2245.2135
electricity,NL21,demand_electricity,2015-03-11 18:00:00,-2248.1224
electricity,NL21,demand_electricity,2015-03-11 21:00:00,-1733.4172
electricity,NL21,demand_electricity,2015-03-12 00:00:00,-1433.0746
electricity,NL21,demand_electricity,2015-03-12 03:00:00,-1563.5829
electricity,NL21,demand_electricity,2015-03-12 06:00:00,-2207.398
electricity,NL21,demand_electricity,2015-03-12 09:00:00,-2231.5082
electricity,NL21,demand_electricity,2015-03-12 12:00:00,-2164.8276
electricity,NL21,demand_electricity,2015-03-12 15:00:00,-2235.2562
electricity,NL21,demand_electricity,2015-03-12 18:00:00,-2264.7366
electricity,NL21,demand_electricity,2015-03-12 21:00:00,-1730.5083
electricity,NL21,demand_electricity,2015-03-13 00:00:00,-1453.5486
electricity,NL21,demand_electricity,2015-03-13 03:00:00,-1578.0155
electricity,NL21,demand_electricity,2015-03-13 06:00:00,-2215.4534
electricity,NL21,demand_electricity,2015-03-13 09:00:00,-2273.5193
electricity,NL21,demand_electricity,2015-03-13 12:00:00,-2215.6212
electricity,NL21,demand_electricity,2015-03-13 15:00:00,-2227.7043
electricity,NL21,demand_electricity,2015-03-13 18:00:00,-2205.2723
electricity,NL21,demand_electricity,2015-03-13 21:00:00,-1727.7113
electricity,NL21,demand_electricity,2015-03-14 00:00:00,-1426.7533
electricity,NL21,demand_electricity,2015-03-14 03:00:00,-1429.6622
electricity,NL21,demand_electricity,2015-03-14 06:00:00,-1802.8389
electricity,NL21,demand_electricity,2015-03-14 09:00:00,-2052.6676
electricity,NL21,demand_electricity,2015-03-14 12:00:00,-1985.9869
electricity,NL21,demand_electricity,2015-03-14 15:00:00,-2055.8002
electricity,NL21,demand_electricity,2015-03-14 18:00:00,-2009.1461
electricity,NL21,demand_electricity,2015-03-14 21:00:00,-1608.9504
electricity,NL21,demand_electricity,2015-03-15 00:00:00,-1303.1256
electricity,NL21,demand_electricity,2015-03-15 03:00:00,-1285.4485
electricity,NL21,demand_electricity,2015-03-15 06:00:00,-1522.355
electricity,NL21,demand_electricity,2015-03-15 09:00:00,-1798.3077
electricity,NL21,demand_electricity,2015-03-15 12:00:00,-1775.0926
electricity,NL21,demand_electricity,2015-03-15 15:00:00,-1899.3356
electricity,NL21,demand_electricity,2015-03-15 18:00:00,-1968.5895
electricity,NL21,demand_electricity,2015-03-15 21:00:00,-1550.4929
electricity,NL21,demand_electricity,2015-03-16 00:00:00,-1314.4815
electricity,NL21,demand_electricity,2015-03-16 03:00:00,-1485.1548
electricity,NL21,demand_electricity,2015-03-16 06:00:00,-2175.1765
electricity,NL21,demand_electricity,2015-03-16 09:00:00,-2231.0607
electricity,NL21,demand_electricity,2015-03-16 12:00:00,-2188.6581
electricity,NL21,demand_electricity,2015-03-16 15:00:00,-2230.725
electricity,NL21,demand_electricity,2015-03-16 18:00:00,-2226.4177
electricity,NL21,demand_electricity,2015-03-16 21:00:00,-1705.3352
electricity,NL21,demand_electricity,2015-03-17 00:00:00,-1431.1167
electricity,NL21,demand_electricity,2015-03-17 03:00:00,-1570.1838
electricity,NL21,demand_electricity,2015-03-17 06:00:00,-2214.4465
electricity,NL21,demand_electricity,2015-03-17 09:00:00,-2248.1224
electricity,NL21,demand_electricity,2015-03-17 12:00:00,-2190.3363
electricity,NL21,demand_electricity,2015-03-17 15:00:00,-2226.7533
electricity,NL21,demand_electricity,2015-03-17 18:00:00,-2253.4367
electricity,NL21,demand_electricity,2015-03-17 21:00:00,-1735.8785
electricity,NL21,demand_electricity,2015-03-18 00:00:00,-1439.172
electricity,NL21,demand_electricity,2015-03-18 03:00:00,-1561.1775
electricity,NL21,demand_electricity,2015-03-18 06:00:00,-2237.5497
electricity,NL21,demand_electricity,2015-03-18 09:00:00,-2343.8919
electricity,NL21,demand_electricity,2015-03-18 12:00:00,-2316.8169
electricity,NL21,demand_electricity,2015-03-18 15:00:00,-2345.0108
electricity,NL21,demand_electricity,2015-03-18 18:00:00,-2272.2886
electricity,NL21,demand_electricity,2015-03-18 21:00:00,-1751.9893
electricity,NL21,demand_electricity,2015-03-19 00:00:00,-1437.2701
electricity,NL21,demand_electricity,2015-03-19 03:00:00,-1560.4503
electricity,NL21,demand_electricity,2015-03-19 06:00:00,-2274.1905
electricity,NL21,demand_electricity,2015-03-19 09:00:00,-2387.4693
electricity,NL21,demand_electricity,2015-03-19 12:00:00,-2295.4478
electricity,NL21,demand_electricity,2015-03-19 15:00:00,-2285.1548
electricity,NL21,demand_electricity,2015-03-19 18:00:00,-2280.1761
electricity,NL21,demand_electricity,2015-03-19 21:00:00,-1766.1981
electricity,NL21,demand_electricity,2015-03-20 00:00:00,-1454.6675
electricity,NL21,demand_electricity,2015-03-20 03:00:00,-1565.0933
electricity,NL21,demand_electricity,2015-03-20 06:00:00,-2273.6871
electricity,NL21,demand_electricity,2015-03-20 09:00:00,-2463.1563
electricity,NL21,demand_electricity,2015-03-20 12:00:00,-2309.2091
electricity,NL21,demand_electricity,2015-03-20 15:00:00,-2270.8901
electricity,NL21,demand_electricity,2015-03-20 18:00:00,-2207.1742
electricity,NL21,demand_electricity,2015-03-20 21:00:00,-1733.0815
electricity,NL21,demand_electricity,2015-03-21 00:00:00,-1415.845
electricity,NL21,demand_electricity,2015-03-21 03:00:00,-1398.112
electricity,NL21,demand_electricity,2015-03-21 06:00:00,-1767.205
electricity,NL21,demand_electricity,2015-03-21 09:00:00,-2009.6496
electricity,NL21,demand_electricity,2015-03-21 12:00:00,-1881.3789
electricity,NL21,demand_electricity,2015-03-21 15:00:00,-1986.826
electricity,NL21,demand_electricity,2015-03-21 18:00:00,-1999.8041
electricity,NL21,demand_electricity,2015-03-21 21:00:00,-1623.2151
electricity,NL21,demand_electricity,2015-03-22 00:00:00,-1340.4377
electricity,NL21,demand_electricity,2015-03-22 03:00:00,-1306.5939
electricity,NL21,demand_electricity,2015-03-22 06:00:00,-1536.0044
electricity,NL21,demand_electricity,2015-03-22 09:00:00,-1728.8301
electricity,NL21,demand_electricity,2015-03-22 12:00:00,-1614.6003
electricity,NL21,demand_electricity,2015-03-22 15:00:00,-1760.4922
electricity,NL21,demand_electricity,2015-03-22 18:00:00,-1989.623
electricity,NL21,demand_electricity,2015-03-22 21:00:00,-1595.6926
electricity,NL21,demand_electricity,2015-03-23 00:00:00,-1340.102
electricity,NL21,demand_electricity,2015-03-23 03:00:00,-1497.8532
electricity,NL21,demand_electricity,2015-03-23 06:00:00,-2172.8829
electricity,NL21,demand_electricity,2015-03-23 09:00:00,-2273.0717
electricity,NL21,demand_electricity,2015-03-23 12:00:00,-2207.1183
electricity,NL21,demand_electricity,2015-03-23 15:00:00,-2216.2365
electricity,NL21,demand_electricity,2015-03-23 18:00:00,-2230.1097
electricity,NL21,demand_electricity,2015-03-23 21:00:00,-1704.7758
electricity,NL21,demand_electricity,2015-03-24 00:00:00,-1407.0065
electricity,NL21,demand_electricity,2015-03-24 03:00:00,-1530.4663
electricity,NL21,demand_electricity,2015-03-24 06:00:00,-2187.9308
electricity,NL21,demand_electricity,2015-03-24 09:00:00,-2255.5065
electricity,NL21,demand_electricity,2015-03-24 12:00:00,-2254.8352
electricity,NL21,demand_electricity,2015-03-24 15:00:00,-2280.9033
electricity,NL21,demand_electricity,2015-03-24 18:00:00,-2232.9626
electricity,NL21,demand_electricity,2015-03-24 21:00:00,-1706.7897
electricity,NL21,demand_electricity,2015-03-25 00:00:00,-1409.9713
electricity,NL21,demand_electricity,2015-03-25 03:00:00,-1535.445
electricity,NL21,demand_electricity,2015-03-25 06:00:00,-2266.9183
electricity,NL21,demand_electricity,2015-03-25 09:00:00,-2436.2491
electricity,NL21,demand_electricity,2015-03-25 12:00:00,-2403.1885
electricity,NL21,demand_electricity,2015-03-25 15:00:00,-2358.4364
electricity,NL21,demand_electricity,2015-03-25 18:00:00,-2249.5769
electricity,NL21,demand_electricity,2015-03-25 21:00:00,-1722.5648
electricity,NL21,demand_electricity,2015-03-26 00:00:00,-1417.5791
electricity,NL21,demand_electricity,2015-03-26 03:00:00,-1533.3752
electricity,NL21,demand_electricity,2015-03-26 06:00:00,-2190.5041
electricity,NL21,demand_electricity,2015-03-26 09:00:00,-2352.283
electricity,NL21,demand_electricity,2015-03-26 12:00:00,-2397.4267
electricity,NL21,demand_electricity,2015-03-26 15:00:00,-2412.8102
electricity,NL21,demand_electricity,2015-03-26 18:00:00,-2287.2246
electricity,NL21,demand_electricity,2015-03-26 21:00:00,-1731.1796
electricity,NL21,demand_electricity,2015-03-27 00:00:00,-1413.4955
electricity,NL21,demand_electricity,2015-03-27 03:00:00,-1520.9565
electricity,NL21,demand_electricity,2015-03-27 06:00:00,-2159.4573
electricity,NL21,demand_electricity,2015-03-27 09:00:00,-2208.8524
electricity,NL21,demand_electricity,2015-03-27 12:00:00,-2255.5065
electricity,NL21,demand_electricity,2015-03-27 15:00:00,-2206.503
electricity,NL21,demand_electricity,2015-03-27 18:00:00,-2160.9677
electricity,NL21,demand_electricity,2015-03-27 21:00:00,-1717.3624
electricity,NL21,demand_electricity,2015-03-28 00:00:00,-1419.7049
electricity,NL21,demand_electricity,2015-03-28 03:00:00,-1407.0624
electricity,NL21,demand_electricity,2015-03-28 06:00:00,-1746.8428
electricity,NL21,demand_electricity,2015-03-28 09:00:00,-2018.2644
electricity,NL21,demand_electricity,2015-03-28 12:00:00,-1991.3572
electricity,NL21,demand_electricity,2015-03-28 15:00:00,-2019.9426
electricity,NL21,demand_electricity,2015-03-28 18:00:00,-1994.0982
electricity,NL21,demand_electricity,2015-03-28 21:00:00,-1600.7272
electricity,NL21,demand_electricity,2015-03-29 00:00:00,-1292.441
electricity,NL21,demand_electricity,2015-03-29 03:00:00,-1292.7767
electricity,NL21,demand_electricity,2015-03-29 06:00:00,-1563.1913
electricity,NL21,demand_electricity,2015-03-29 09:00:00,-1838.1371
electricity,NL21,demand_electricity,2015-03-29 12:00:00,-1844.2346
electricity,NL21,demand_electricity,2015-03-29 15:00:00,-1942.6333
electricity,NL21,demand_electricity,2015-03-29 18:00:00,-1889.3224
electricity,NL21,demand_electricity,2015-03-29 21:00:00,-1466.3589
electricity,NL21,demand_electricity,2015-03-30 00:00:00,-1323.0403
electricity,NL21,demand_electricity,2015-03-30 03:00:00,-1707.6288
electricity,NL21,demand_electricity,2015-03-30 06:00:00,-2303.3913
electricity,NL21,demand_electricity,2015-03-30 09:00:00,-2319.1664
electricity,NL21,demand_electricity,2015-03-30 12:00:00,-2216.1806
electricity,NL21,demand_electricity,2015-03-30 15:00:00,-2140.7174
electricity,NL21,demand_electricity,2015-03-30 18:00:00,-2071.7432
electricity,NL21,demand_electricity,2015-03-30 21:00:00,-1599.944
electricity,NL21,demand_electricity,2015-03-31 00:00:00,-1433.7458
electricity,NL21,demand_electricity,2015-03-31 03:00:00,-1792.3781
electricity,NL21,demand_electricity,2015-03-31 06:00:00,-2375.5541
electricity,NL21,demand_electricity,2015-03-31 09:00:00,-2362.6319
electricity,NL21,demand_electricity,2015-03-31 12:00:00,-2246.3323
electricity,NL21,demand_electricity,2015-03-31 15:00:00,-2215.3974
electricity,NL21,demand_electricity,2015-03-31 18:00:00,-2106.0904
electricity,NL21,demand_electricity,2015-03-31 21:00:00,-1591.6089
electricity,NL21,hvac_transmission:NL13,2015-03-01 00:00:00,-45.9828
electricity,NL21,hvac_transmission:NL13,2015-03-01 03:00:00,-45.9828
electricity,NL21,hvac_transmission:NL13,2015-03-01 06:00:00,-45.9828
electricity,NL21,hvac_transmission:NL13,2015-03-01 09:00:00,-45.9828
electricity,NL21,hvac_transmission:NL13,2015-03-01 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-01 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-01 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-01 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-02 00:00:00,-45.9828
electricity,NL21,hvac_transmission:NL13,2015-03-02 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-02 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-02 09:00:00,-8.7351238
electricity,NL21,hvac_transmission:NL13,2015-03-02 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-02 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-02 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-02 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 09:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-03 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 09:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-04 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 09:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-05 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 09:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-06 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-07 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-07 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-07 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-07 09:00:00,-22.018765
electricity,NL21,hvac_transmission:NL13,2015-03-07 12:00:00,-42.675112
electricity,NL21,hvac_transmission:NL13,2015-03-07 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-07 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-07 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 09:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-08 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 09:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-09 21:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 00:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 03:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 06:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 09:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 12:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 15:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 18:00:00,0.0
electricity,NL21,hvac_transmission:NL13,2015-03-10 21:00:00,0.0
