costs,locs,techs,timesteps,cost_var
monetary,NL11,battery,2015-03-25 03:00:00,0.0
monetary,NL11,battery,2015-03-25 06:00:00,0.0
monetary,NL11,battery,2015-03-25 09:00:00,0.0
monetary,NL11,battery,2015-03-25 12:00:00,0.093055509
monetary,NL11,battery,2015-03-25 15:00:00,0.0
monetary,NL11,battery,2015-03-25 18:00:00,0.0
monetary,NL11,battery,2015-03-25 21:00:00,0.0
monetary,NL11,battery,2015-03-26 00:00:00,0.0
monetary,NL11,battery,2015-03-26 03:00:00,0.0
monetary,NL11,battery,2015-03-26 06:00:00,0.0
monetary,NL11,battery,2015-03-26 09:00:00,0.0
monetary,NL11,battery,2015-03-26 12:00:00,0.0
monetary,NL11,battery,2015-03-26 15:00:00,0.0
monetary,NL11,battery,2015-03-26 18:00:00,0.0
monetary,NL11,battery,2015-03-26 21:00:00,0.0
monetary,NL11,battery,2015-03-27 00:00:00,0.0
monetary,NL11,battery,2015-03-27 03:00:00,0.0
monetary,NL11,battery,2015-03-27 06:00:00,0.0
monetary,NL11,battery,2015-03-27 09:00:00,0.0
monetary,NL11,battery,2015-03-27 12:00:00,0.0
monetary,NL11,battery,2015-03-27 15:00:00,0.0
monetary,NL11,battery,2015-03-27 18:00:00,0.0
monetary,NL11,battery,2015-03-27 21:00:00,0.0
monetary,NL11,battery,2015-03-28 00:00:00,0.0
monetary,NL11,battery,2015-03-28 03:00:00,0.080865551
monetary,NL11,battery,2015-03-28 06:00:00,0.0
monetary,NL11,battery,2015-03-28 09:00:00,0.0
monetary,NL11,battery,2015-03-28 12:00:00,0.0
monetary,NL11,battery,2015-03-28 15:00:00,0.0
monetary,NL11,battery,2015-03-28 18:00:00,0.0
monetary,NL11,battery,2015-03-28 21:00:00,0.0
monetary,NL11,battery,2015-03-29 00:00:00,0.0
monetary,NL11,battery,2015-03-29 03:00:00,0.0
monetary,NL11,battery,2015-03-29 06:00:00,0.0
monetary,NL11,battery,2015-03-29 09:00:00,0.0
monetary,NL11,battery,2015-03-29 12:00:00,0.093055509
monetary,NL11,battery,2015-03-29 15:00:00,0.0
monetary,NL11,battery,2015-03-29 18:00:00,0.028537023
monetary,NL11,battery,2015-03-29 21:00:00,0.0
monetary,NL11,battery,2015-03-30 00:00:00,0.0
monetary,NL11,battery,2015-03-30 03:00:00,0.0
monetary,NL11,battery,2015-03-30 06:00:00,0.0
monetary,NL11,battery,2015-03-30 09:00:00,0.0
monetary,NL11,battery,2015-03-30 12:00:00,0.0
monetary,NL11,battery,2015-03-30 15:00:00,0.0
monetary,NL11,battery,2015-03-30 18:00:00,0.093055509
monetary,NL11,battery,2015-03-30 21:00:00,0.0
monetary,NL11,battery,2015-03-31 00:00:00,0.0
monetary,NL11,battery,2015-03-31 03:00:00,0.0
monetary,NL11,battery,2015-03-31 06:00:00,0.0
monetary,NL11,battery,2015-03-31 09:00:00,0.0
monetary,NL11,battery,2015-03-31 12:00:00,0.0
monetary,NL11,battery,2015-03-31 15:00:00,0.0
monetary,NL11,battery,2015-03-31 18:00:00,0.0
monetary,NL11,battery,2015-03-31 21:00:00,0.0
monetary,NL11,ccgt,2015-03-01 00:00:00,0.0
monetary,NL11,ccgt,2015-03-01 03:00:00,0.0
monetary,NL11,ccgt,2015-03-01 06:00:00,0.0
monetary,NL11,ccgt,2015-03-01 09:00:00,0.0
monetary,NL11,ccgt,2015-03-01 12:00:00,0.0
monetary,NL11,ccgt,2015-03-01 15:00:00,0.0
monetary,NL11,ccgt,2015-03-01 18:00:00,0.0
monetary,NL11,ccgt,2015-03-01 21:00:00,0.0
monetary,NL11,ccgt,2015-03-02 00:00:00,0.0
monetary,NL11,ccgt,2015-03-02 03:00:00,0.0
monetary,NL11,ccgt,2015-03-02 06:00:00,0.0
monetary,NL11,ccgt,2015-03-02 09:00:00,0.0
monetary,NL11,ccgt,2015-03-02 12:00:00,0.0
monetary,NL11,ccgt,2015-03-02 15:00:00,0.0
monetary,NL11,ccgt,2015-03-02 18:00:00,0.0
monetary,NL11,ccgt,2015-03-02 21:00:00,0.0
monetary,NL11,ccgt,2015-03-03 00:00:00,0.0
monetary,NL11,ccgt,2015-03-03 03:00:00,0.0
monetary,NL11,ccgt,2015-03-03 06:00:00,33.449693
monetary,NL11,ccgt,2015-03-03 09:00:00,20.001145
monetary,NL11,ccgt,2015-03-03 12:00:00,66.502814
monetary,NL11,ccgt,2015-03-03 15:00:00,132.66897
monetary,NL11,ccgt,2015-03-03 18:00:00,83.569419
monetary,NL11,ccgt,2015-03-03 21:00:00,0.0
monetary,NL11,ccgt,2015-03-04 00:00:00,0.0
monetary,NL11,ccgt,2015-03-04 03:00:00,0.0
monetary,NL11,ccgt,2015-03-04 06:00:00,0.0
monetary,NL11,ccgt,2015-03-04 09:00:00,0.0
monetary,NL11,ccgt,2015-03-04 12:00:00,0.0
monetary,NL11,ccgt,2015-03-04 15:00:00,0.0
monetary,NL11,ccgt,2015-03-04 18:00:00,0.0
monetary,NL11,ccgt,2015-03-04 21:00:00,0.0
monetary,NL11,ccgt,2015-03-05 00:00:00,5.1987133
monetary,NL11,ccgt,2015-03-05 03:00:00,67.11996
monetary,NL11,ccgt,2015-03-05 06:00:00,177.71236
monetary,NL11,ccgt,2015-03-05 09:00:00,183.0167
monetary,NL11,ccgt,2015-03-05 12:00:00,163.15174
monetary,NL11,ccgt,2015-03-05 15:00:00,160.22485
monetary,NL11,ccgt,2015-03-05 18:00:00,124.7117
monetary,NL11,ccgt,2015-03-05 21:00:00,53.763566
monetary,NL11,ccgt,2015-03-06 00:00:00,16.032075
monetary,NL11,ccgt,2015-03-06 03:00:00,36.974311
monetary,NL11,ccgt,2015-03-06 06:00:00,135.45056
monetary,NL11,ccgt,2015-03-06 09:00:00,121.59408
monetary,NL11,ccgt,2015-03-06 12:00:00,119.65959
monetary,NL11,ccgt,2015-03-06 15:00:00,147.86326
monetary,NL11,ccgt,2015-03-06 18:00:00,118.88472
monetary,NL11,ccgt,2015-03-06 21:00:00,0.0
monetary,NL11,ccgt,2015-03-07 00:00:00,0.0
monetary,NL11,ccgt,2015-03-07 03:00:00,0.0
monetary,NL11,ccgt,2015-03-07 06:00:00,0.0
monetary,NL11,ccgt,2015-03-07 09:00:00,0.0
monetary,NL11,ccgt,2015-03-07 12:00:00,0.0
monetary,NL11,ccgt,2015-03-07 15:00:00,0.0
monetary,NL11,ccgt,2015-03-07 18:00:00,0.0
monetary,NL11,ccgt,2015-03-07 21:00:00,0.0
monetary,NL11,ccgt,2015-03-08 00:00:00,0.0
monetary,NL11,ccgt,2015-03-08 03:00:00,0.0
monetary,NL11,ccgt,2015-03-08 06:00:00,0.0
monetary,NL11,ccgt,2015-03-08 09:00:00,0.0
monetary,NL11,ccgt,2015-03-08 12:00:00,0.0
monetary,NL11,ccgt,2015-03-08 15:00:00,72.33809
monetary,NL11,ccgt,2015-03-08 18:00:00,109.9457
monetary,NL11,ccgt,2015-03-08 21:00:00,73.160923
monetary,NL11,ccgt,2015-03-09 00:00:00,50.400246
monetary,NL11,ccgt,2015-03-09 03:00:00,114.5001
monetary,NL11,ccgt,2015-03-09 06:00:00,235.84093
monetary,NL11,ccgt,2015-03-09 09:00:00,242.16372
monetary,NL11,ccgt,2015-03-09 12:00:00,220.908
monetary,NL11,ccgt,2015-03-09 15:00:00,167.55153
monetary,NL11,ccgt,2015-03-09 18:00:00,62.130481
monetary,NL11,ccgt,2015-03-09 21:00:00,2.6510541
monetary,NL11,ccgt,2015-03-10 00:00:00,1.208151
monetary,NL11,ccgt,2015-03-10 03:00:00,38.765138
monetary,NL11,ccgt,2015-03-10 06:00:00,130.61431
monetary,NL11,ccgt,2015-03-10 09:00:00,121.62636
monetary,NL11,ccgt,2015-03-10 12:00:00,129.43
monetary,NL11,ccgt,2015-03-10 15:00:00,150.95545
monetary,NL11,ccgt,2015-03-10 18:00:00,158.76186
monetary,NL11,ccgt,2015-03-10 21:00:00,109.29764
monetary,NL11,ccgt,2015-03-11 00:00:00,92.551308
monetary,NL11,ccgt,2015-03-11 03:00:00,110.29116
monetary,NL11,ccgt,2015-03-11 06:00:00,215.97271
monetary,NL11,ccgt,2015-03-11 09:00:00,242.16372
monetary,NL11,ccgt,2015-03-11 12:00:00,233.30677
monetary,NL11,ccgt,2015-03-11 15:00:00,238.27492
monetary,NL11,ccgt,2015-03-11 18:00:00,234.94021
monetary,NL11,ccgt,2015-03-11 21:00:00,178.99352
monetary,NL11,ccgt,2015-03-12 00:00:00,149.29757
monetary,NL11,ccgt,2015-03-12 03:00:00,170.03981
monetary,NL11,ccgt,2015-03-12 06:00:00,234.38142
monetary,NL11,ccgt,2015-03-12 09:00:00,214.82481
monetary,NL11,ccgt,2015-03-12 12:00:00,186.6651
monetary,NL11,ccgt,2015-03-12 15:00:00,131.62325
monetary,NL11,ccgt,2015-03-12 18:00:00,85.692858
monetary,NL11,ccgt,2015-03-12 21:00:00,26.586276
monetary,NL11,ccgt,2015-03-13 00:00:00,20.24066
monetary,NL11,ccgt,2015-03-13 03:00:00,64.032135
monetary,NL11,ccgt,2015-03-13 06:00:00,122.7824
monetary,NL11,ccgt,2015-03-13 09:00:00,150.68286
monetary,NL11,ccgt,2015-03-13 12:00:00,115.27633
monetary,NL11,ccgt,2015-03-13 15:00:00,91.583384
monetary,NL11,ccgt,2015-03-13 18:00:00,87.790739
monetary,NL11,ccgt,2015-03-13 21:00:00,42.576293
monetary,NL11,ccgt,2015-03-14 00:00:00,19.866618
monetary,NL11,ccgt,2015-03-14 03:00:00,24.56755
monetary,NL11,ccgt,2015-03-14 06:00:00,43.422419
monetary,NL11,ccgt,2015-03-14 09:00:00,66.517113
monetary,NL11,ccgt,2015-03-14 12:00:00,63.229491
monetary,NL11,ccgt,2015-03-14 15:00:00,49.198407
monetary,NL11,ccgt,2015-03-14 18:00:00,5.330423
monetary,NL11,ccgt,2015-03-14 21:00:00,10.310736
monetary,NL11,ccgt,2015-03-15 00:00:00,0.0
monetary,NL11,ccgt,2015-03-15 03:00:00,0.0
monetary,NL11,ccgt,2015-03-15 06:00:00,23.753241
monetary,NL11,ccgt,2015-03-15 09:00:00,20.085607
monetary,NL11,ccgt,2015-03-15 12:00:00,23.835354
monetary,NL11,ccgt,2015-03-15 15:00:00,20.127523
monetary,NL11,ccgt,2015-03-15 18:00:00,28.995411
monetary,NL11,ccgt,2015-03-15 21:00:00,2.9529016
monetary,NL11,ccgt,2015-03-16 00:00:00,0.0
monetary,NL11,ccgt,2015-03-16 03:00:00,0.0
monetary,NL11,ccgt,2015-03-16 06:00:00,70.869199
monetary,NL11,ccgt,2015-03-16 09:00:00,68.255032
monetary,NL11,ccgt,2015-03-16 12:00:00,69.638664
monetary,NL11,ccgt,2015-03-16 15:00:00,80.495798
monetary,NL11,ccgt,2015-03-16 18:00:00,65.264401
monetary,NL11,ccgt,2015-03-16 21:00:00,51.423076
monetary,NL11,ccgt,2015-03-17 00:00:00,73.004859
monetary,NL11,ccgt,2015-03-17 03:00:00,151.21751
monetary,NL11,ccgt,2015-03-17 06:00:00,227.50365
monetary,NL11,ccgt,2015-03-17 09:00:00,220.22725
monetary,NL11,ccgt,2015-03-17 12:00:00,203.65149
monetary,NL11,ccgt,2015-03-17 15:00:00,173.46888
monetary,NL11,ccgt,2015-03-17 18:00:00,134.90086
monetary,NL11,ccgt,2015-03-17 21:00:00,127.30631
monetary,NL11,ccgt,2015-03-18 00:00:00,146.87937
monetary,NL11,ccgt,2015-03-18 03:00:00,172.03195
monetary,NL11,ccgt,2015-03-18 06:00:00,241.16047
monetary,NL11,ccgt,2015-03-18 09:00:00,242.16372
monetary,NL11,ccgt,2015-03-18 12:00:00,231.76784
monetary,NL11,ccgt,2015-03-18 15:00:00,206.45358
monetary,NL11,ccgt,2015-03-18 18:00:00,201.47374
monetary,NL11,ccgt,2015-03-18 21:00:00,158.25273
monetary,NL11,ccgt,2015-03-19 00:00:00,122.60511
monetary,NL11,ccgt,2015-03-19 03:00:00,128.39099
monetary,NL11,ccgt,2015-03-19 06:00:00,202.60029
monetary,NL11,ccgt,2015-03-19 09:00:00,233.12913
monetary,NL11,ccgt,2015-03-19 12:00:00,231.37254
monetary,NL11,ccgt,2015-03-19 15:00:00,196.40586
monetary,NL11,ccgt,2015-03-19 18:00:00,177.32466
monetary,NL11,ccgt,2015-03-19 21:00:00,138.33426
monetary,NL11,ccgt,2015-03-20 00:00:00,133.17598
monetary,NL11,ccgt,2015-03-20 03:00:00,150.14576
monetary,NL11,ccgt,2015-03-20 06:00:00,232.47608
monetary,NL11,ccgt,2015-03-20 09:00:00,242.16372
monetary,NL11,ccgt,2015-03-20 12:00:00,232.15309
monetary,NL11,ccgt,2015-03-20 15:00:00,214.01626
monetary,NL11,ccgt,2015-03-20 18:00:00,185.7905
monetary,NL11,ccgt,2015-03-20 21:00:00,72.271529
monetary,NL11,ccgt,2015-03-21 00:00:00,10.709772
monetary,NL11,ccgt,2015-03-21 03:00:00,57.166281
monetary,NL11,ccgt,2015-03-21 06:00:00,150.85659
monetary,NL11,ccgt,2015-03-21 09:00:00,154.01305
monetary,NL11,ccgt,2015-03-21 12:00:00,3.165413
monetary,NL11,ccgt,2015-03-21 15:00:00,0.0
monetary,NL11,ccgt,2015-03-21 18:00:00,0.0
monetary,NL11,ccgt,2015-03-21 21:00:00,0.0
monetary,NL11,ccgt,2015-03-22 00:00:00,0.0
monetary,NL11,ccgt,2015-03-22 03:00:00,0.94580734
monetary,NL11,ccgt,2015-03-22 06:00:00,71.001162
monetary,NL11,ccgt,2015-03-22 09:00:00,145.25199
monetary,NL11,ccgt,2015-03-22 12:00:00,164.62159
monetary,NL11,ccgt,2015-03-22 15:00:00,188.1218
monetary,NL11,ccgt,2015-03-22 18:00:00,188.19745
monetary,NL11,ccgt,2015-03-22 21:00:00,97.986297
monetary,NL11,ccgt,2015-03-23 00:00:00,59.290131
monetary,NL11,ccgt,2015-03-23 03:00:00,94.832684
monetary,NL11,ccgt,2015-03-23 06:00:00,174.99134
monetary,NL11,ccgt,2015-03-23 09:00:00,164.99573
monetary,NL11,ccgt,2015-03-23 12:00:00,149.75596
monetary,NL11,ccgt,2015-03-23 15:00:00,168.06188
monetary,NL11,ccgt,2015-03-23 18:00:00,190.56271
monetary,NL11,ccgt,2015-03-23 21:00:00,148.19752
monetary,NL11,ccgt,2015-03-24 00:00:00,110.68309
monetary,NL11,ccgt,2015-03-24 03:00:00,124.62882
monetary,NL11,ccgt,2015-03-24 06:00:00,209.13109
monetary,NL11,ccgt,2015-03-24 09:00:00,225.97743
monetary,NL11,ccgt,2015-03-24 12:00:00,239.10234
monetary,NL11,ccgt,2015-03-24 15:00:00,242.16372
monetary,NL11,ccgt,2015-03-24 18:00:00,242.16372
monetary,NL11,ccgt,2015-03-24 21:00:00,169.03096
monetary,NL11,ccgt,2015-03-25 00:00:00,123.97605
monetary,NL11,ccgt,2015-03-25 03:00:00,141.6238
monetary,NL11,ccgt,2015-03-25 06:00:00,178.80653
monetary,NL11,ccgt,2015-03-25 09:00:00,216.38767
monetary,NL11,ccgt,2015-03-25 12:00:00,242.16372
monetary,NL11,ccgt,2015-03-25 15:00:00,236.57908
monetary,NL11,ccgt,2015-03-25 18:00:00,181.89241
monetary,NL11,ccgt,2015-03-25 21:00:00,93.725654
monetary,NL11,ccgt,2015-03-26 00:00:00,61.408356
monetary,NL11,ccgt,2015-03-26 03:00:00,102.97864
monetary,NL11,ccgt,2015-03-26 06:00:00,188.49993
monetary,NL11,ccgt,2015-03-26 09:00:00,172.48447
monetary,NL11,ccgt,2015-03-26 12:00:00,142.91077
monetary,NL11,ccgt,2015-03-26 15:00:00,106.47477
monetary,NL11,ccgt,2015-03-26 18:00:00,47.701426
monetary,NL11,ccgt,2015-03-26 21:00:00,49.824625
monetary,NL11,ccgt,2015-03-27 00:00:00,0.0
monetary,NL11,ccgt,2015-03-27 03:00:00,0.0
monetary,NL11,ccgt,2015-03-27 06:00:00,49.009514
monetary,NL11,ccgt,2015-03-27 09:00:00,48.133959
monetary,NL11,ccgt,2015-03-27 12:00:00,0.0
monetary,NL11,ccgt,2015-03-27 15:00:00,76.307195
monetary,NL11,ccgt,2015-03-27 18:00:00,164.70753
monetary,NL11,ccgt,2015-03-27 21:00:00,140.11236
monetary,NL11,ccgt,2015-03-28 00:00:00,108.03857
monetary,NL11,ccgt,2015-03-28 03:00:00,118.62066
monetary,NL11,ccgt,2015-03-28 06:00:00,122.47194
monetary,NL11,ccgt,2015-03-28 09:00:00,29.878485
monetary,NL11,ccgt,2015-03-28 12:00:00,0.0
monetary,NL11,ccgt,2015-03-28 15:00:00,0.0
monetary,NL11,ccgt,2015-03-28 18:00:00,0.0
monetary,NL11,ccgt,2015-03-28 21:00:00,0.0
monetary,NL11,ccgt,2015-03-29 00:00:00,0.0
monetary,NL11,ccgt,2015-03-29 03:00:00,0.0
