locs,techs,timesteps,required_resource
NL13,curtailment,2015-03-04 06:00:00,-300000.0
NL13,curtailment,2015-03-04 09:00:00,-300000.0
NL13,curtailment,2015-03-04 12:00:00,-300000.0
NL13,curtailment,2015-03-04 15:00:00,-300000.0
NL13,curtailment,2015-03-04 18:00:00,-300000.0
NL13,curtailment,2015-03-04 21:00:00,-300000.0
NL13,curtailment,2015-03-05 00:00:00,-300000.0
NL13,curtailment,2015-03-05 03:00:00,-300000.0
NL13,curtailment,2015-03-05 06:00:00,-300000.0
NL13,curtailment,2015-03-05 09:00:00,-300000.0
NL13,curtailment,2015-03-05 12:00:00,-300000.0
NL13,curtailment,2015-03-05 15:00:00,-300000.0
NL13,curtailment,2015-03-05 18:00:00,-300000.0
NL13,curtailment,2015-03-05 21:00:00,-300000.0
NL13,curtailment,2015-03-06 00:00:00,-300000.0
NL13,curtailment,2015-03-06 03:00:00,-300000.0
NL13,curtailment,2015-03-06 06:00:00,-300000.0
NL13,curtailment,2015-03-06 09:00:00,-300000.0
NL13,curtailment,2015-03-06 12:00:00,-300000.0
NL13,curtailment,2015-03-06 15:00:00,-300000.0
NL13,curtailment,2015-03-06 18:00:00,-300000.0
NL13,curtailment,2015-03-06 21:00:00,-300000.0
NL13,curtailment,2015-03-07 00:00:00,-300000.0
NL13,curtailment,2015-03-07 03:00:00,-300000.0
NL13,curtailment,2015-03-07 06:00:00,-300000.0
NL13,curtailment,2015-03-07 09:00:00,-300000.0
NL13,curtailment,2015-03-07 12:00:00,-300000.0
NL13,curtailment,2015-03-07 15:00:00,-300000.0
NL13,curtailment,2015-03-07 18:00:00,-300000.0
NL13,curtailment,2015-03-07 21:00:00,-300000.0
NL13,curtailment,2015-03-08 00:00:00,-300000.0
NL13,curtailment,2015-03-08 03:00:00,-300000.0
NL13,curtailment,2015-03-08 06:00:00,-300000.0
NL13,curtailment,2015-03-08 09:00:00,-300000.0
NL13,curtailment,2015-03-08 12:00:00,-300000.0
NL13,curtailment,2015-03-08 15:00:00,-300000.0
NL13,curtailment,2015-03-08 18:00:00,-300000.0
NL13,curtailment,2015-03-08 21:00:00,-300000.0
NL13,curtailment,2015-03-09 00:00:00,-300000.0
NL13,curtailment,2015-03-09 03:00:00,-300000.0
NL13,curtailment,2015-03-09 06:00:00,-300000.0
NL13,curtailment,2015-03-09 09:00:00,-300000.0
NL13,curtailment,2015-03-09 12:00:00,-300000.0
NL13,curtailment,2015-03-09 15:00:00,-300000.0
NL13,curtailment,2015-03-09 18:00:00,-300000.0
NL13,curtailment,2015-03-09 21:00:00,-300000.0
NL13,curtailment,2015-03-10 00:00:00,-300000.0
NL13,curtailment,2015-03-10 03:00:00,-300000.0
NL13,curtailment,2015-03-10 06:00:00,-300000.0
NL13,curtailment,2015-03-10 09:00:00,-300000.0
NL13,curtailment,2015-03-10 12:00:00,-300000.0
NL13,curtailment,2015-03-10 15:00:00,-300000.0
NL13,curtailment,2015-03-10 18:00:00,-300000.0
NL13,curtailment,2015-03-10 21:00:00,-300000.0
NL13,curtailment,2015-03-11 00:00:00,-300000.0
NL13,curtailment,2015-03-11 03:00:00,-300000.0
NL13,curtailment,2015-03-11 06:00:00,-300000.0
NL13,curtailment,2015-03-11 09:00:00,-300000.0
NL13,curtailment,2015-03-11 12:00:00,-300000.0
NL13,curtailment,2015-03-11 15:00:00,-300000.0
NL13,curtailment,2015-03-11 18:00:00,-300000.0
NL13,curtailment,2015-03-11 21:00:00,-300000.0
NL13,curtailment,2015-03-12 00:00:00,-300000.0
NL13,curtailment,2015-03-12 03:00:00,-300000.0
NL13,curtailment,2015-03-12 06:00:00,-300000.0
NL13,curtailment,2015-03-12 09:00:00,-300000.0
NL13,curtailment,2015-03-12 12:00:00,-300000.0
NL13,curtailment,2015-03-12 15:00:00,-300000.0
NL13,curtailment,2015-03-12 18:00:00,-300000.0
NL13,curtailment,2015-03-12 21:00:00,-300000.0
NL13,curtailment,2015-03-13 00:00:00,-300000.0
NL13,curtailment,2015-03-13 03:00:00,-300000.0
NL13,curtailment,2015-03-13 06:00:00,-300000.0
NL13,curtailment,2015-03-13 09:00:00,-300000.0
NL13,curtailment,2015-03-13 12:00:00,-300000.0
NL13,curtailment,2015-03-13 15:00:00,-300000.0
NL13,curtailment,2015-03-13 18:00:00,-300000.0
NL13,curtailment,2015-03-13 21:00:00,-300000.0
NL13,curtailment,2015-03-14 00:00:00,-300000.0
NL13,curtailment,2015-03-14 03:00:00,-300000.0
NL13,curtailment,2015-03-14 06:00:00,-300000.0
NL13,curtailment,2015-03-14 09:00:00,-300000.0
NL13,curtailment,2015-03-14 12:00:00,-300000.0
NL13,curtailment,2015-03-14 15:00:00,-300000.0
NL13,curtailment,2015-03-14 18:00:00,-300000.0
NL13,curtailment,2015-03-14 21:00:00,-300000.0
NL13,curtailment,2015-03-15 00:00:00,-300000.0
NL13,curtailment,2015-03-15 03:00:00,-300000.0
NL13,curtailment,2015-03-15 06:00:00,-300000.0
NL13,curtailment,2015-03-15 09:00:00,-300000.0
NL13,curtailment,2015-03-15 12:00:00,-300000.0
NL13,curtailment,2015-03-15 15:00:00,-300000.0
NL13,curtailment,2015-03-15 18:00:00,-300000.0
NL13,curtailment,2015-03-15 21:00:00,-300000.0
NL13,curtailment,2015-03-16 00:00:00,-300000.0
NL13,curtailment,2015-03-16 03:00:00,-300000.0
NL13,curtailment,2015-03-16 06:00:00,-300000.0
NL13,curtailment,2015-03-16 09:00:00,-300000.0
NL13,curtailment,2015-03-16 12:00:00,-300000.0
NL13,curtailment,2015-03-16 15:00:00,-300000.0
NL13,curtailment,2015-03-16 18:00:00,-300000.0
NL13,curtailment,2015-03-16 21:00:00,-300000.0
NL13,curtailment,2015-03-17 00:00:00,-300000.0
NL13,curtailment,2015-03-17 03:00:00,-300000.0
NL13,curtailment,2015-03-17 06:00:00,-300000.0
NL13,curtailment,2015-03-17 09:00:00,-300000.0
NL13,curtailment,2015-03-17 12:00:00,-300000.0
NL13,curtailment,2015-03-17 15:00:00,-300000.0
NL13,curtailment,2015-03-17 18:00:00,-300000.0
NL13,curtailment,2015-03-17 21:00:00,-300000.0
NL13,curtailment,2015-03-18 00:00:00,-300000.0
NL13,curtailment,2015-03-18 03:00:00,-300000.0
NL13,curtailment,2015-03-18 06:00:00,-300000.0
NL13,curtailment,2015-03-18 09:00:00,-300000.0
NL13,curtailment,2015-03-18 12:00:00,-300000.0
NL13,curtailment,2015-03-18 15:00:00,-300000.0
NL13,curtailment,2015-03-18 18:00:00,-300000.0
NL13,curtailment,2015-03-18 21:00:00,-300000.0
NL13,curtailment,2015-03-19 00:00:00,-300000.0
NL13,curtailment,2015-03-19 03:00:00,-300000.0
NL13,curtailment,2015-03-19 06:00:00,-300000.0
NL13,curtailment,2015-03-19 09:00:00,-300000.0
NL13,curtailment,2015-03-19 12:00:00,-300000.0
NL13,curtailment,2015-03-19 15:00:00,-300000.0
NL13,curtailment,2015-03-19 18:00:00,-300000.0
NL13,curtailment,2015-03-19 21:00:00,-300000.0
NL13,curtailment,2015-03-20 00:00:00,-300000.0
NL13,curtailment,2015-03-20 03:00:00,-300000.0
NL13,curtailment,2015-03-20 06:00:00,-300000.0
NL13,curtailment,2015-03-20 09:00:00,-300000.0
NL13,curtailment,2015-03-20 12:00:00,-300000.0
NL13,curtailment,2015-03-20 15:00:00,-300000.0
NL13,curtailment,2015-03-20 18:00:00,-300000.0
NL13,curtailment,2015-03-20 21:00:00,-300000.0
NL13,curtailment,2015-03-21 00:00:00,-300000.0
NL13,curtailment,2015-03-21 03:00:00,-300000.0
NL13,curtailment,2015-03-21 06:00:00,-300000.0
NL13,curtailment,2015-03-21 09:00:00,-300000.0
NL13,curtailment,2015-03-21 12:00:00,-300000.0
NL13,curtailment,2015-03-21 15:00:00,-300000.0
NL13,curtailment,2015-03-21 18:00:00,-300000.0
NL13,curtailment,2015-03-21 21:00:00,-300000.0
NL13,curtailment,2015-03-22 00:00:00,-300000.0
NL13,curtailment,2015-03-22 03:00:00,-300000.0
NL13,curtailment,2015-03-22 06:00:00,-300000.0
NL13,curtailment,2015-03-22 09:00:00,-300000.0
NL13,curtailment,2015-03-22 12:00:00,-300000.0
NL13,curtailment,2015-03-22 15:00:00,-300000.0
NL13,curtailment,2015-03-22 18:00:00,-300000.0
NL13,curtailment,2015-03-22 21:00:00,-300000.0
NL13,curtailment,2015-03-23 00:00:00,-300000.0
NL13,curtailment,2015-03-23 03:00:00,-300000.0
NL13,curtailment,2015-03-23 06:00:00,-300000.0
NL13,curtailment,2015-03-23 09:00:00,-300000.0
NL13,curtailment,2015-03-23 12:00:00,-300000.0
NL13,curtailment,2015-03-23 15:00:00,-300000.0
NL13,curtailment,2015-03-23 18:00:00,-300000.0
NL13,curtailment,2015-03-23 21:00:00,-300000.0
NL13,curtailment,2015-03-24 00:00:00,-300000.0
NL13,curtailment,2015-03-24 03:00:00,-300000.0
NL13,curtailment,2015-03-24 06:00:00,-300000.0
NL13,curtailment,2015-03-24 09:00:00,-300000.0
NL13,curtailment,2015-03-24 12:00:00,-300000.0
NL13,curtailment,2015-03-24 15:00:00,-300000.0
NL13,curtailment,2015-03-24 18:00:00,-300000.0
NL13,curtailment,2015-03-24 21:00:00,-300000.0
NL13,curtailment,2015-03-25 00:00:00,-300000.0
NL13,curtailment,2015-03-25 03:00:00,-300000.0
NL13,curtailment,2015-03-25 06:00:00,-300000.0
NL13,curtailment,2015-03-25 09:00:00,-300000.0
NL13,curtailment,2015-03-25 12:00:00,-300000.0
NL13,curtailment,2015-03-25 15:00:00,-300000.0
NL13,curtailment,2015-03-25 18:00:00,-300000.0
NL13,curtailment,2015-03-25 21:00:00,-300000.0
NL13,curtailment,2015-03-26 00:00:00,-300000.0
NL13,curtailment,2015-03-26 03:00:00,-300000.0
NL13,curtailment,2015-03-26 06:00:00,-300000.0
NL13,curtailment,2015-03-26 09:00:00,-300000.0
NL13,curtailment,2015-03-26 12:00:00,-300000.0
NL13,curtailment,2015-03-26 15:00:00,-300000.0
NL13,curtailment,2015-03-26 18:00:00,-300000.0
NL13,curtailment,2015-03-26 21:00:00,-300000.0
NL13,curtailment,2015-03-27 00:00:00,-300000.0
NL13,curtailment,2015-03-27 03:00:00,-300000.0
NL13,curtailment,2015-03-27 06:00:00,-300000.0
NL13,curtailment,2015-03-27 09:00:00,-300000.0
NL13,curtailment,2015-03-27 12:00:00,-300000.0
NL13,curtailment,2015-03-27 15:00:00,-300000.0
NL13,curtailment,2015-03-27 18:00:00,-300000.0
NL13,curtailment,2015-03-27 21:00:00,-300000.0
NL13,curtailment,2015-03-28 00:00:00,-300000.0
NL13,curtailment,2015-03-28 03:00:00,-300000.0
NL13,curtailment,2015-03-28 06:00:00,-300000.0
NL13,curtailment,2015-03-28 09:00:00,-300000.0
NL13,curtailment,2015-03-28 12:00:00,-300000.0
NL13,curtailment,2015-03-28 15:00:00,-300000.0
NL13,curtailment,2015-03-28 18:00:00,-300000.0
NL13,curtailment,2015-03-28 21:00:00,-300000.0
NL13,curtailment,2015-03-29 00:00:00,-300000.0
NL13,curtailment,2015-03-29 03:00:00,-300000.0
NL13,curtailment,2015-03-29 06:00:00,-300000.0
NL13,curtailment,2015-03-29 09:00:00,-300000.0
NL13,curtailment,2015-03-29 12:00:00,-300000.0
NL13,curtailment,2015-03-29 15:00:00,-300000.0
NL13,curtailment,2015-03-29 18:00:00,-300000.0
NL13,curtailment,2015-03-29 21:00:00,-300000.0
NL13,curtailment,2015-03-30 00:00:00,-300000.0
NL13,curtailment,2015-03-30 03:00:00,-300000.0
NL13,curtailment,2015-03-30 06:00:00,-300000.0
NL13,curtailment,2015-03-30 09:00:00,-300000.0
NL13,curtailment,2015-03-30 12:00:00,-300000.0
NL13,curtailment,2015-03-30 15:00:00,-300000.0
NL13,curtailment,2015-03-30 18:00:00,-300000.0
NL13,curtailment,2015-03-30 21:00:00,-300000.0
NL13,curtailment,2015-03-31 00:00:00,-300000.0
NL13,curtailment,2015-03-31 03:00:00,-300000.0
NL13,curtailment,2015-03-31 06:00:00,-300000.0
NL13,curtailment,2015-03-31 09:00:00,-300000.0
NL13,curtailment,2015-03-31 12:00:00,-300000.0
NL13,curtailment,2015-03-31 15:00:00,-300000.0
NL13,curtailment,2015-03-31 18:00:00,-300000.0
NL13,curtailment,2015-03-31 21:00:00,-300000.0
NL13,demand_electricity,2015-03-01 00:00:00,-462.7913070374537
NL13,demand_electricity,2015-03-01 03:00:00,-454.0447588467865
NL13,demand_electricity,2015-03-01 06:00:00,-525.6462132147318
NL13,demand_electricity,2015-03-01 09:00:00,-590.7507858889443
NL13,demand_electricity,2015-03-01 12:00:00,-583.5363381573961
NL13,demand_electricity,2015-03-01 15:00:00,-646.5076063948607
NL13,demand_electricity,2015-03-01 18:00:00,-685.0234483165126
NL13,demand_electricity,2015-03-01 21:00:00,-548.4143896578435
NL13,demand_electricity,2015-03-02 00:00:00,-470.97543860388737
NL13,demand_electricity,2015-03-02 03:00:00,-525.9371183651975
NL13,demand_electricity,2015-03-02 06:00:00,-769.9095712223893
NL13,demand_electricity,2015-03-02 09:00:00,-799.2715977427222
NL13,demand_electricity,2015-03-02 12:00:00,-811.121134205023
NL13,demand_electricity,2015-03-02 15:00:00,-826.771831300075
NL13,demand_electricity,2015-03-02 18:00:00,-798.418275968023
NL13,demand_electricity,2015-03-02 21:00:00,-604.345753254039
NL13,demand_electricity,2015-03-03 00:00:00,-495.1011724158386
NL13,demand_electricity,2015-03-03 03:00:00,-540.4048011816892
NL13,demand_electricity,2015-03-03 06:00:00,-791.9601816276855
NL13,demand_electricity,2015-03-03 09:00:00,-862.5143774539545
NL13,demand_electricity,2015-03-03 12:00:00,-841.7243560340095
NL13,demand_electricity,2015-03-03 15:00:00,-829.2542219173818
NL13,demand_electricity,2015-03-03 18:00:00,-800.9976349688184
NL13,demand_electricity,2015-03-03 21:00:00,-615.3613616183384
NL13,demand_electricity,2015-03-04 00:00:00,-513.2148664514997
NL13,demand_electricity,2015-03-04 03:00:00,-555.3767195923213
NL13,demand_electricity,2015-03-04 06:00:00,-800.5903677581666
NL13,demand_electricity,2015-03-04 09:00:00,-848.3375997879284
NL13,demand_electricity,2015-03-04 12:00:00,-838.6989424691667
NL13,demand_electricity,2015-03-04 15:00:00,-845.3703672531789
NL13,demand_electricity,2015-03-04 18:00:00,-808.6581372644139
NL13,demand_electricity,2015-03-04 21:00:00,-619.4534274015552
NL13,demand_electricity,2015-03-05 00:00:00,-512.5360877670798
NL13,demand_electricity,2015-03-05 03:00:00,-558.4409205105594
NL13,demand_electricity,2015-03-05 06:00:00,-797.6619225768122
NL13,demand_electricity,2015-03-05 09:00:00,-822.5827971333697
NL13,demand_electricity,2015-03-05 12:00:00,-802.1612555706811
NL13,demand_electricity,2015-03-05 15:00:00,-822.4082540430902
NL13,demand_electricity,2015-03-05 18:00:00,-810.2096314002307
NL13,demand_electricity,2015-03-05 21:00:00,-612.8595773243337
NL13,demand_electricity,2015-03-06 00:00:00,-496.94357170212106
NL13,demand_electricity,2015-03-06 03:00:00,-537.2824192333578
NL13,demand_electricity,2015-03-06 06:00:00,-795.1989256362031
NL13,demand_electricity,2015-03-06 09:00:00,-841.957080154382
NL13,demand_electricity,2015-03-06 12:00:00,-812.0908180399085
NL13,demand_electricity,2015-03-06 15:00:00,-798.3019139078367
NL13,demand_electricity,2015-03-06 18:00:00,-765.6429623488931
NL13,demand_electricity,2015-03-06 21:00:00,-600.2730811475199
NL13,demand_electricity,2015-03-07 00:00:00,-499.6392927631027
NL13,demand_electricity,2015-03-07 03:00:00,-497.62235038654086
NL13,demand_electricity,2015-03-07 06:00:00,-627.9866451485475
NL13,demand_electricity,2015-03-07 09:00:00,-683.1228680001369
NL13,demand_electricity,2015-03-07 12:00:00,-629.8096507581322
NL13,demand_electricity,2015-03-07 15:00:00,-667.6467139953644
NL13,demand_electricity,2015-03-07 18:00:00,-693.9057522440637
NL13,demand_electricity,2015-03-07 21:00:00,-565.5002188285258
NL13,demand_electricity,2015-03-08 00:00:00,-468.1439618060217
NL13,demand_electricity,2015-03-08 03:00:00,-461.0846634880552
NL13,demand_electricity,2015-03-08 06:00:00,-523.2995783343089
NL13,demand_electricity,2015-03-08 09:00:00,-564.3753855800587
NL13,demand_electricity,2015-03-08 12:00:00,-541.549028106854
NL13,demand_electricity,2015-03-08 15:00:00,-616.5831632502939
NL13,demand_electricity,2015-03-08 18:00:00,-678.3714172091981
NL13,demand_electricity,2015-03-08 21:00:00,-542.8677981222984
NL13,demand_electricity,2015-03-09 00:00:00,-465.83611427899416
NL13,demand_electricity,2015-03-09 03:00:00,-522.9504921537501
NL13,demand_electricity,2015-03-09 06:00:00,-771.6743958018809
NL13,demand_electricity,2015-03-09 09:00:00,-819.1307226811773
NL13,demand_electricity,2015-03-09 12:00:00,-796.537089328345
NL13,demand_electricity,2015-03-09 15:00:00,-800.823091878539
NL13,demand_electricity,2015-03-09 18:00:00,-785.2111821368824
NL13,demand_electricity,2015-03-09 21:00:00,-593.5046879800192
NL13,demand_electricity,2015-03-10 00:00:00,-483.36799801372405
NL13,demand_electricity,2015-03-10 03:00:00,-526.5189286661288
NL13,demand_electricity,2015-03-10 06:00:00,-759.4563794823235
NL13,demand_electricity,2015-03-10 09:00:00,-770.7241056436931
NL13,demand_electricity,2015-03-10 12:00:00,-755.1509832554318
NL13,demand_electricity,2015-03-10 15:00:00,-774.8743524570032
NL13,demand_electricity,2015-03-10 18:00:00,-777.7640102849618
NL13,demand_electricity,2015-03-10 21:00:00,-595.3276935896039
NL13,demand_electricity,2015-03-11 00:00:00,-495.7993447769561
NL13,demand_electricity,2015-03-11 03:00:00,-538.6593702788953
NL13,demand_electricity,2015-03-11 06:00:00,-774.408904216258
NL13,demand_electricity,2015-03-11 09:00:00,-795.5867991701573
NL13,demand_electricity,2015-03-11 12:00:00,-757.5170118125525
NL13,demand_electricity,2015-03-11 15:00:00,-778.3846079392885
NL13,demand_electricity,2015-03-11 18:00:00,-779.3930791275695
NL13,demand_electricity,2015-03-11 21:00:00,-600.9518598319397
NL13,demand_electricity,2015-03-12 00:00:00,-496.82720964193476
NL13,demand_electricity,2015-03-12 03:00:00,-542.0726573776922
NL13,demand_electricity,2015-03-12 06:00:00,-765.2744824916365
NL13,demand_electricity,2015-03-12 09:00:00,-773.6331571483495
NL13,demand_electricity,2015-03-12 12:00:00,-750.5158945246792
NL13,demand_electricity,2015-03-12 15:00:00,-774.9325334870962
NL13,demand_electricity,2015-03-12 18:00:00,-785.1530011067894
NL13,demand_electricity,2015-03-12 21:00:00,-599.9433886436589
NL13,demand_electricity,2015-03-13 00:00:00,-503.9252953132966
NL13,demand_electricity,2015-03-13 03:00:00,-547.0762259657015
NL13,demand_electricity,2015-03-13 06:00:00,-768.0671719361069
NL13,demand_electricity,2015-03-13 09:00:00,-788.1978083483298
NL13,demand_electricity,2015-03-13 12:00:00,-768.1253529661999
NL13,demand_electricity,2015-03-13 15:00:00,-772.3143871329053
NL13,demand_electricity,2015-03-13 18:00:00,-764.5375227771236
NL13,demand_electricity,2015-03-13 21:00:00,-598.9737048087734
NL13,demand_electricity,2015-03-14 00:00:00,-494.6357241750935
NL13,demand_electricity,2015-03-14 03:00:00,-495.6441953633744
NL13,demand_electricity,2015-03-14 06:00:00,-625.0194126137978
NL13,demand_electricity,2015-03-14 09:00:00,-711.6315727457707
NL13,demand_electricity,2015-03-14 12:00:00,-688.5143101221004
NL13,demand_electricity,2015-03-14 15:00:00,-712.7176186408424
NL13,demand_electricity,2015-03-14 18:00:00,-696.5432922749523
NL13,demand_electricity,2015-03-14 21:00:00,-557.800929179535
NL13,demand_electricity,2015-03-15 00:00:00,-451.77569867315447
NL13,demand_electricity,2015-03-15 03:00:00,-445.64729683667804
NL13,demand_electricity,2015-03-15 06:00:00,-527.7795176514799
NL13,demand_electricity,2015-03-15 09:00:00,-623.4485248012834
NL13,demand_electricity,2015-03-15 12:00:00,-615.4001489717336
NL13,demand_electricity,2015-03-15 15:00:00,-658.4735049173476
NL13,demand_electricity,2015-03-15 18:00:00,-682.4828766691126
NL13,demand_electricity,2015-03-15 21:00:00,-537.534537030428
NL13,demand_electricity,2015-03-16 00:00:00,-455.7126150427896
NL13,demand_electricity,2015-03-16 03:00:00,-514.8827226475028
NL13,demand_electricity,2015-03-16 06:00:00,-754.1037247137556
NL13,demand_electricity,2015-03-16 09:00:00,-773.478007734768
NL13,demand_electricity,2015-03-16 12:00:00,-758.7776007979038
NL13,demand_electricity,2015-03-16 15:00:00,-773.3616456745817
NL13,demand_electricity,2015-03-16 18:00:00,-771.868332568858
NL13,demand_electricity,2015-03-16 21:00:00,-591.2162341296894
NL13,demand_electricity,2015-03-17 00:00:00,-496.14843095751496
NL13,demand_electricity,2015-03-17 03:00:00,-544.361111228022
NL13,demand_electricity,2015-03-17 06:00:00,-767.718085755548
NL13,demand_electricity,2015-03-17 09:00:00,-779.3930791275695
NL13,demand_electricity,2015-03-17 12:00:00,-759.359411098835
NL13,demand_electricity,2015-03-17 15:00:00,-771.9846946290442
NL13,demand_electricity,2015-03-17 18:00:00,-781.2354784138519
NL13,demand_electricity,2015-03-17 21:00:00,-601.805181606639
NL13,demand_electricity,2015-03-18 00:00:00,-498.94112040198513
NL13,demand_electricity,2015-03-18 03:00:00,-541.2387292796907
NL13,demand_electricity,2015-03-18 06:00:00,-775.7276742317023
NL13,demand_electricity,2015-03-18 09:00:00,-812.595053634049
NL13,demand_electricity,2015-03-18 12:00:00,-803.2085141123573
NL13,demand_electricity,2015-03-18 15:00:00,-812.9829271680032
NL13,demand_electricity,2015-03-18 18:00:00,-787.7711474609803
NL13,demand_electricity,2015-03-18 21:00:00,-607.3905604955795
NL13,demand_electricity,2015-03-19 00:00:00,-498.281735394263
NL13,demand_electricity,2015-03-19 03:00:00,-540.9866114826204
NL13,demand_electricity,2015-03-19 06:00:00,-788.4305324687024
NL13,demand_electricity,2015-03-19 09:00:00,-827.702727781565
NL13,demand_electricity,2015-03-19 12:00:00,-795.8001296138322
NL13,demand_electricity,2015-03-19 15:00:00,-792.2316931014534
NL13,demand_electricity,2015-03-19 18:00:00,-790.5056558753573
NL13,demand_electricity,2015-03-19 21:00:00,-612.3165543767979
NL13,demand_electricity,2015-03-20 00:00:00,-504.31316884725084
NL13,demand_electricity,2015-03-20 03:00:00,-542.5962866485304
NL13,demand_electricity,2015-03-20 06:00:00,-788.2559893784229
NL13,demand_electricity,2015-03-20 09:00:00,-853.9423723535667
NL13,demand_electricity,2015-03-20 12:00:00,-800.5709740814686
NL13,demand_electricity,2015-03-20 15:00:00,-787.2863055435375
NL13,demand_electricity,2015-03-20 18:00:00,-765.1969077848457
NL13,demand_electricity,2015-03-20 21:00:00,-600.8354977717536
NL13,demand_electricity,2015-03-21 00:00:00,-490.8539572190401
NL13,demand_electricity,2015-03-21 03:00:00,-484.70616170586607
NL13,demand_electricity,2015-03-21 06:00:00,-612.6656405573567
NL13,demand_electricity,2015-03-21 09:00:00,-696.7178353652316
NL13,demand_electricity,2015-03-21 12:00:00,-652.2481346973827
NL13,demand_electricity,2015-03-21 15:00:00,-688.8052152725661
NL13,demand_electricity,2015-03-21 18:00:00,-693.3045482664347
NL13,demand_electricity,2015-03-21 21:00:00,-562.7463167374511
NL13,demand_electricity,2015-03-22 00:00:00,-464.71128103052695
NL13,demand_electricity,2015-03-22 03:00:00,-452.97810662841243
NL13,demand_electricity,2015-03-22 06:00:00,-532.5115747657212
NL13,demand_electricity,2015-03-22 09:00:00,-599.3615783427276
NL13,demand_electricity,2015-03-22 12:00:00,-559.7596905260036
NL13,demand_electricity,2015-03-22 15:00:00,-610.3383993536313
NL13,demand_electricity,2015-03-22 18:00:00,-689.7748991074516
NL13,demand_electricity,2015-03-22 21:00:00,-553.2046278021777
NL13,demand_electricity,2015-03-23 00:00:00,-464.5949189703407
NL13,demand_electricity,2015-03-23 03:00:00,-519.2850872578829
NL13,demand_electricity,2015-03-23 06:00:00,-753.3085839691495
NL13,demand_electricity,2015-03-23 09:00:00,-788.0426589347483
NL13,demand_electricity,2015-03-23 12:00:00,-765.177514108148
NL13,demand_electricity,2015-03-23 15:00:00,-768.3386834098749
NL13,demand_electricity,2015-03-23 18:00:00,-773.1483152309069
NL13,demand_electricity,2015-03-23 21:00:00,-591.0222973627122
NL13,demand_electricity,2015-03-24 00:00:00,-487.78975630080197
NL13,demand_electricity,2015-03-24 03:00:00,-530.5916007726479
NL13,demand_electricity,2015-03-24 06:00:00,-758.5254830008334
NL13,demand_electricity,2015-03-24 09:00:00,-781.9530444516672
NL13,demand_electricity,2015-03-24 12:00:00,-781.7203203312946
NL13,demand_electricity,2015-03-24 15:00:00,-790.7577736724274
NL13,demand_electricity,2015-03-24 18:00:00,-774.1373927424901
NL13,demand_electricity,2015-03-24 21:00:00,-591.7204697238299
NL13,demand_electricity,2015-03-25 00:00:00,-488.81762116578057
NL13,demand_electricity,2015-03-25 03:00:00,-532.3176379987441
NL13,demand_electricity,2015-03-25 06:00:00,-785.9093544980001
NL13,demand_electricity,2015-03-25 09:00:00,-844.6140138619681
NL13,demand_electricity,2015-03-25 12:00:00,-833.1523509336214
NL13,demand_electricity,2015-03-25 15:00:00,-817.6374095754536
NL13,demand_electricity,2015-03-25 18:00:00,-779.89731472171
NL13,demand_electricity,2015-03-25 21:00:00,-597.189486552584
NL13,demand_electricity,2015-03-26 00:00:00,-491.4551611966691
NL13,demand_electricity,2015-03-26 03:00:00,-531.6000719609289
NL13,demand_electricity,2015-03-26 06:00:00,-759.4175921289282
NL13,demand_electricity,2015-03-26 09:00:00,-815.5041051387054
NL13,demand_electricity,2015-03-26 12:00:00,-831.1548022337574
NL13,demand_electricity,2015-03-26 15:00:00,-836.4880633256278
NL13,demand_electricity,2015-03-26 18:00:00,-792.9492591392687
NL13,demand_electricity,2015-03-26 21:00:00,-600.1761127640314
NL13,demand_electricity,2015-03-27 00:00:00,-490.0394227977363
NL13,demand_electricity,2015-03-27 03:00:00,-527.2946757340372
NL13,demand_electricity,2015-03-27 06:00:00,-748.6541015616991
NL13,demand_electricity,2015-03-27 09:00:00,-765.778718085777
NL13,demand_electricity,2015-03-27 12:00:00,-781.9530444516671
NL13,demand_electricity,2015-03-27 15:00:00,-764.9641836644732
NL13,demand_electricity,2015-03-27 18:00:00,-749.1777308325372
NL13,demand_electricity,2015-03-27 21:00:00,-595.3858746196971
NL13,demand_electricity,2015-03-28 00:00:00,-492.19212091118203
NL13,demand_electricity,2015-03-28 03:00:00,-487.8091499774996
NL13,demand_electricity,2015-03-28 06:00:00,-605.6063422393902
NL13,demand_electricity,2015-03-28 09:00:00,-699.704461576679
NL13,demand_electricity,2015-03-28 12:00:00,-690.3761030850806
NL13,demand_electricity,2015-03-28 15:00:00,-700.2862718776103
NL13,demand_electricity,2015-03-28 18:00:00,-691.3263932432683
NL13,demand_electricity,2015-03-28 21:00:00,-554.9500587049716
NL13,demand_electricity,2015-03-29 00:00:00,-448.07150642389183
NL13,demand_electricity,2015-03-29 03:00:00,-448.1878684840781
NL13,demand_electricity,2015-03-29 06:00:00,-541.9369016408082
NL13,demand_electricity,2015-03-29 09:00:00,-637.256822610053
NL13,demand_electricity,2015-03-29 12:00:00,-639.3707333701033
NL13,demand_electricity,2015-03-29 15:00:00,-673.4842106813752
NL13,demand_electricity,2015-03-29 18:00:00,-655.0020367884575
NL13,demand_electricity,2015-03-29 21:00:00,-508.36644727707227
NL13,demand_electricity,2015-03-30 00:00:00,-458.67984757753914
NL13,demand_electricity,2015-03-30 03:00:00,-592.0113748742954
NL13,demand_electricity,2015-03-30 06:00:00,-798.554031704907
NL13,demand_electricity,2015-03-30 09:00:00,-804.0230485336612
