carriers,locs,timesteps,system_balance
electricity,NL12,2015-03-25 03:00:00,1.0000001111620804e-06
electricity,NL12,2015-03-25 06:00:00,3.9399999877787195e-05
electricity,NL12,2015-03-25 09:00:00,3.700000002027082e-05
electricity,NL12,2015-03-25 12:00:00,-1.3999999964653398e-05
electricity,NL12,2015-03-25 15:00:00,-6.149999990157085e-05
electricity,NL12,2015-03-25 18:00:00,-2.999999992425728e-05
electricity,NL12,2015-03-25 21:00:00,9.999999974752427e-06
electricity,NL12,2015-03-26 00:00:00,0.0
electricity,NL12,2015-03-26 03:00:00,-7.600000003549212e-06
electricity,NL12,2015-03-26 06:00:00,-7.999999979801942e-06
electricity,NL12,2015-03-26 09:00:00,7.000000096013537e-06
electricity,NL12,2015-03-26 12:00:00,2.3999999939405825e-05
electricity,NL12,2015-03-26 15:00:00,9.999999974752427e-06
electricity,NL12,2015-03-26 18:00:00,9.999999974752427e-06
electricity,NL12,2015-03-26 21:00:00,0.0
electricity,NL12,2015-03-27 00:00:00,-1.220999990891869e-05
electricity,NL12,2015-03-27 03:00:00,5.060000010104204e-06
electricity,NL12,2015-03-27 06:00:00,-7.830000014408256e-05
electricity,NL12,2015-03-27 09:00:00,-2.446000007694238e-05
electricity,NL12,2015-03-27 12:00:00,-2.951999999822874e-05
electricity,NL12,2015-03-27 15:00:00,-3.500000002532033e-05
electricity,NL12,2015-03-27 18:00:00,2.000000017687853e-05
electricity,NL12,2015-03-27 21:00:00,0.0
electricity,NL12,2015-03-28 00:00:00,0.0
electricity,NL12,2015-03-28 03:00:00,-1.4099999816608033e-06
electricity,NL12,2015-03-28 06:00:00,-8.999999977277184e-06
electricity,NL12,2015-03-28 09:00:00,3.999999989900971e-06
electricity,NL12,2015-03-28 12:00:00,-2.9399999696977375e-06
electricity,NL12,2015-03-28 15:00:00,-8.839999964038725e-06
electricity,NL12,2015-03-28 18:00:00,1.1100000084196537e-05
electricity,NL12,2015-03-28 21:00:00,7.999999866115104e-06
electricity,NL12,2015-03-29 00:00:00,0.0
electricity,NL12,2015-03-29 03:00:00,1.0600000202032334e-06
electricity,NL12,2015-03-29 06:00:00,-1.469999997638638e-05
electricity,NL12,2015-03-29 09:00:00,-4.209999929116748e-06
electricity,NL12,2015-03-29 12:00:00,-6.660000053670956e-06
electricity,NL12,2015-03-29 15:00:00,-2.2199999420990935e-06
electricity,NL12,2015-03-29 18:00:00,0.0
electricity,NL12,2015-03-29 21:00:00,1.5999999934734888e-05
electricity,NL12,2015-03-30 00:00:00,6.000000098538294e-06
electricity,NL12,2015-03-30 03:00:00,-2.2629999989476346e-05
electricity,NL12,2015-03-30 06:00:00,4.1999999893960194e-05
electricity,NL12,2015-03-30 09:00:00,1.5999999959603883e-05
electricity,NL12,2015-03-30 12:00:00,-1.3400000646868193e-06
electricity,NL12,2015-03-30 15:00:00,-4.566000006889226e-05
electricity,NL12,2015-03-30 18:00:00,-5.200000714467023e-07
electricity,NL12,2015-03-30 21:00:00,-4.400000000259752e-05
electricity,NL12,2015-03-31 00:00:00,-1.4000000103209231e-05
electricity,NL12,2015-03-31 03:00:00,3.518999994867045e-05
electricity,NL12,2015-03-31 06:00:00,2.3999999939405825e-05
electricity,NL12,2015-03-31 09:00:00,3.299999980299617e-05
electricity,NL12,2015-03-31 12:00:00,2.9999998787388904e-06
electricity,NL12,2015-03-31 15:00:00,-7.500000006288587e-05
electricity,NL12,2015-03-31 18:00:00,-1.0000000226995098e-05
electricity,NL12,2015-03-31 21:00:00,9.999999836196594e-06
electricity,NL13,2015-03-01 00:00:00,6.000000041694875e-06
electricity,NL13,2015-03-01 03:00:00,-3.999999876214133e-06
electricity,NL13,2015-03-01 06:00:00,8.000000661922968e-07
electricity,NL13,2015-03-01 09:00:00,-4.00000001832268e-06
electricity,NL13,2015-03-01 12:00:00,-6.000000084327439e-06
electricity,NL13,2015-03-01 15:00:00,-5.599999894911889e-06
electricity,NL13,2015-03-01 18:00:00,0.0
electricity,NL13,2015-03-01 21:00:00,1.9999999949504854e-06
electricity,NL13,2015-03-02 00:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-02 03:00:00,-2.0000000517939043e-06
electricity,NL13,2015-03-02 06:00:00,-2.999999992425728e-06
electricity,NL13,2015-03-02 09:00:00,-1.0999999631167157e-06
electricity,NL13,2015-03-02 12:00:00,6.999999982326699e-06
electricity,NL13,2015-03-02 15:00:00,4.600000011123484e-06
electricity,NL13,2015-03-02 18:00:00,-1.1999999969702912e-05
electricity,NL13,2015-03-02 21:00:00,8.00000009348878e-06
electricity,NL13,2015-03-03 00:00:00,4.9999999873762135e-06
electricity,NL13,2015-03-03 03:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-03 06:00:00,5.999999984851456e-06
electricity,NL13,2015-03-03 09:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-03 12:00:00,-4.0000001035878086e-06
electricity,NL13,2015-03-03 15:00:00,6.599999892387132e-06
electricity,NL13,2015-03-03 18:00:00,0.0
electricity,NL13,2015-03-03 21:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-04 00:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-04 03:00:00,-1.9999998812636477e-06
electricity,NL13,2015-03-04 06:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-04 09:00:00,3.000000106112566e-06
electricity,NL13,2015-03-04 12:00:00,6.999999982326699e-06
electricity,NL13,2015-03-04 15:00:00,-5.399999849942105e-06
electricity,NL13,2015-03-04 18:00:00,-1.9999998812636477e-06
electricity,NL13,2015-03-04 21:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-05 00:00:00,0.0
electricity,NL13,2015-03-05 03:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-05 06:00:00,1.0000007932831068e-07
electricity,NL13,2015-03-05 09:00:00,-6.999999982326699e-06
electricity,NL13,2015-03-05 12:00:00,-9.999999974752427e-07
electricity,NL13,2015-03-05 15:00:00,0.0
electricity,NL13,2015-03-05 18:00:00,0.0
electricity,NL13,2015-03-05 21:00:00,0.0
electricity,NL13,2015-03-06 00:00:00,0.0
electricity,NL13,2015-03-06 03:00:00,0.0
electricity,NL13,2015-03-06 06:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-06 09:00:00,-4.9999999873762135e-06
electricity,NL13,2015-03-06 12:00:00,5.999999984851456e-06
electricity,NL13,2015-03-06 15:00:00,-9.999996564147295e-08
electricity,NL13,2015-03-06 18:00:00,9.999999974752427e-06
electricity,NL13,2015-03-06 21:00:00,0.0
electricity,NL13,2015-03-07 00:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-07 03:00:00,8.00000003664536e-06
electricity,NL13,2015-03-07 06:00:00,-8.999999977277184e-06
electricity,NL13,2015-03-07 09:00:00,1.9999999949504854e-06
electricity,NL13,2015-03-07 12:00:00,9.999999974752427e-07
electricity,NL13,2015-03-07 15:00:00,1.1000000768035534e-06
electricity,NL13,2015-03-07 18:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-07 21:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-08 00:00:00,1.9999999949504854e-06
electricity,NL13,2015-03-08 03:00:00,8.00000003664536e-06
electricity,NL13,2015-03-08 06:00:00,-2.999999992425728e-06
electricity,NL13,2015-03-08 09:00:00,-1.1000000085914508e-05
electricity,NL13,2015-03-08 12:00:00,-9.999999974752427e-07
electricity,NL13,2015-03-08 15:00:00,2.999999992425728e-06
electricity,NL13,2015-03-08 18:00:00,0.0
electricity,NL13,2015-03-08 21:00:00,0.0
electricity,NL13,2015-03-09 00:00:00,0.0
electricity,NL13,2015-03-09 03:00:00,0.0
electricity,NL13,2015-03-09 06:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-09 09:00:00,1.6999999772338015e-06
electricity,NL13,2015-03-09 12:00:00,-3.000000106112566e-06
electricity,NL13,2015-03-09 15:00:00,1.0000000088439265e-05
electricity,NL13,2015-03-09 18:00:00,0.0
electricity,NL13,2015-03-09 21:00:00,0.0
electricity,NL13,2015-03-10 00:00:00,0.0
electricity,NL13,2015-03-10 03:00:00,0.0
electricity,NL13,2015-03-10 06:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-10 09:00:00,-5.999999984851456e-06
electricity,NL13,2015-03-10 12:00:00,8.00000009348878e-06
electricity,NL13,2015-03-10 15:00:00,5.9999998711646185e-06
electricity,NL13,2015-03-10 18:00:00,0.0
electricity,NL13,2015-03-10 21:00:00,7.000000096013537e-06
electricity,NL13,2015-03-11 00:00:00,5.000000044219632e-06
electricity,NL13,2015-03-11 03:00:00,0.0
electricity,NL13,2015-03-11 06:00:00,1.9000000293090125e-06
electricity,NL13,2015-03-11 09:00:00,6.999994184297975e-08
electricity,NL13,2015-03-11 12:00:00,-1.0000007932831068e-07
electricity,NL13,2015-03-11 15:00:00,1.1000000768035534e-06
electricity,NL13,2015-03-11 18:00:00,-6.000000098538294e-06
electricity,NL13,2015-03-11 21:00:00,-2.999999992425728e-06
electricity,NL13,2015-03-12 00:00:00,-1.9999999381070666e-06
electricity,NL13,2015-03-12 03:00:00,-6.999999868639861e-07
electricity,NL13,2015-03-12 06:00:00,4.999999873689376e-06
electricity,NL13,2015-03-12 09:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-12 12:00:00,4.9999999873762135e-06
electricity,NL13,2015-03-12 15:00:00,1.2999999853491317e-05
electricity,NL13,2015-03-12 18:00:00,0.0
electricity,NL13,2015-03-12 21:00:00,0.0
electricity,NL13,2015-03-13 00:00:00,0.0
electricity,NL13,2015-03-13 03:00:00,-9.999999974752427e-06
electricity,NL13,2015-03-13 06:00:00,-9.999999974752427e-07
electricity,NL13,2015-03-13 09:00:00,-6.000000098538294e-06
electricity,NL13,2015-03-13 12:00:00,7.999999979801942e-06
electricity,NL13,2015-03-13 15:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-13 18:00:00,0.0
electricity,NL13,2015-03-13 21:00:00,0.0
electricity,NL13,2015-03-14 00:00:00,0.0
electricity,NL13,2015-03-14 03:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-14 06:00:00,-6.999999982326699e-06
electricity,NL13,2015-03-14 09:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-14 12:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-14 15:00:00,3.3000000030369847e-06
electricity,NL13,2015-03-14 18:00:00,0.0
electricity,NL13,2015-03-14 21:00:00,0.0
electricity,NL13,2015-03-15 00:00:00,4.00000004674439e-06
electricity,NL13,2015-03-15 03:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-15 06:00:00,2.999999992425728e-06
electricity,NL13,2015-03-15 09:00:00,1.200000008338975e-05
electricity,NL13,2015-03-15 12:00:00,-8.00000009348878e-06
electricity,NL13,2015-03-15 15:00:00,6.5000000404324965e-06
electricity,NL13,2015-03-15 18:00:00,0.0
electricity,NL13,2015-03-15 21:00:00,0.0
electricity,NL13,2015-03-16 00:00:00,-1.2000000026546331e-05
electricity,NL13,2015-03-16 03:00:00,-1.9999998812636477e-06
electricity,NL13,2015-03-16 06:00:00,2.999999992425728e-06
electricity,NL13,2015-03-16 09:00:00,4.9999999873762135e-06
electricity,NL13,2015-03-16 12:00:00,-7.999999979801942e-06
electricity,NL13,2015-03-16 15:00:00,-1.0000000088439265e-05
electricity,NL13,2015-03-16 18:00:00,0.0
electricity,NL13,2015-03-16 21:00:00,0.0
electricity,NL13,2015-03-17 00:00:00,0.0
electricity,NL13,2015-03-17 03:00:00,0.0
electricity,NL13,2015-03-17 06:00:00,-7.999999979801942e-06
electricity,NL13,2015-03-17 09:00:00,2.999999992425728e-06
electricity,NL13,2015-03-17 12:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-17 15:00:00,6.999999982326699e-06
electricity,NL13,2015-03-17 18:00:00,0.0
electricity,NL13,2015-03-17 21:00:00,0.0
electricity,NL13,2015-03-18 00:00:00,4.9999999873762135e-06
electricity,NL13,2015-03-18 03:00:00,-4.700000090451795e-06
electricity,NL13,2015-03-18 06:00:00,4.0000001035878086e-06
electricity,NL13,2015-03-18 09:00:00,0.0
electricity,NL13,2015-03-18 12:00:00,4.9999999873762135e-06
electricity,NL13,2015-03-18 15:00:00,0.0
electricity,NL13,2015-03-18 18:00:00,0.0
electricity,NL13,2015-03-18 21:00:00,2.999999992425728e-06
electricity,NL13,2015-03-19 00:00:00,0.0
electricity,NL13,2015-03-19 03:00:00,0.0
electricity,NL13,2015-03-19 06:00:00,-9.999999974752427e-07
electricity,NL13,2015-03-19 09:00:00,-6.000000212225132e-07
electricity,NL13,2015-03-19 12:00:00,-4.500000045482011e-06
electricity,NL13,2015-03-19 15:00:00,0.0
electricity,NL13,2015-03-19 18:00:00,-6.999999982326699e-06
electricity,NL13,2015-03-19 21:00:00,9.999999974752427e-07
electricity,NL13,2015-03-20 00:00:00,2.999999992425728e-06
electricity,NL13,2015-03-20 03:00:00,-2.7999999474559445e-06
electricity,NL13,2015-03-20 06:00:00,4.1000000692292815e-06
electricity,NL13,2015-03-20 09:00:00,-3.999998625658918e-07
electricity,NL13,2015-03-20 12:00:00,2.200000039920269e-06
electricity,NL13,2015-03-20 15:00:00,-4.9999999873762135e-06
electricity,NL13,2015-03-20 18:00:00,-2.0999999605919584e-06
electricity,NL13,2015-03-20 21:00:00,-4.0000001035878086e-06
electricity,NL13,2015-03-21 00:00:00,0.0
electricity,NL13,2015-03-21 03:00:00,0.0
electricity,NL13,2015-03-21 06:00:00,1.999999312829459e-07
electricity,NL13,2015-03-21 09:00:00,-3.000000106112566e-06
electricity,NL13,2015-03-21 12:00:00,5.999999984851456e-06
electricity,NL13,2015-03-21 15:00:00,-5.499999815583578e-06
electricity,NL13,2015-03-21 18:00:00,-1.9999998812636477e-06
electricity,NL13,2015-03-21 21:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-22 00:00:00,-2.0000000517939043e-06
electricity,NL13,2015-03-22 03:00:00,-6.670000004760368e-06
electricity,NL13,2015-03-22 06:00:00,8.999999977277184e-06
electricity,NL13,2015-03-22 09:00:00,-8.999999977277184e-06
electricity,NL13,2015-03-22 12:00:00,4.9999999873762135e-06
electricity,NL13,2015-03-22 15:00:00,0.0
electricity,NL13,2015-03-22 18:00:00,0.0
electricity,NL13,2015-03-22 21:00:00,0.0
electricity,NL13,2015-03-23 00:00:00,-9.999999974752427e-06
electricity,NL13,2015-03-23 03:00:00,0.0
electricity,NL13,2015-03-23 06:00:00,9.99999883788405e-07
electricity,NL13,2015-03-23 09:00:00,-1.9999998812636477e-06
electricity,NL13,2015-03-23 12:00:00,9.999999974752427e-07
electricity,NL13,2015-03-23 15:00:00,5.999999984851456e-06
electricity,NL13,2015-03-23 18:00:00,0.0
electricity,NL13,2015-03-23 21:00:00,-9.999999974752427e-07
electricity,NL13,2015-03-24 00:00:00,-4.9999999873762135e-06
electricity,NL13,2015-03-24 03:00:00,3.999999989900971e-06
electricity,NL13,2015-03-24 06:00:00,3.999999876214133e-06
electricity,NL13,2015-03-24 09:00:00,5.999999984851456e-06
electricity,NL13,2015-03-24 12:00:00,1.6999998706523911e-06
electricity,NL13,2015-03-24 15:00:00,3.000000106112566e-07
electricity,NL13,2015-03-24 18:00:00,0.0
electricity,NL13,2015-03-24 21:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-25 00:00:00,-3.999999933057552e-06
electricity,NL13,2015-03-25 03:00:00,-2.999999992425728e-06
electricity,NL13,2015-03-25 06:00:00,4.800000056093268e-06
electricity,NL13,2015-03-25 09:00:00,7.000001005508238e-07
electricity,NL13,2015-03-25 12:00:00,-1.599999940538055e-06
electricity,NL13,2015-03-25 15:00:00,-4.700000090451795e-06
electricity,NL13,2015-03-25 18:00:00,6.000000098538294e-06
electricity,NL13,2015-03-25 21:00:00,-1.9999999949504854e-06
electricity,NL13,2015-03-26 00:00:00,0.0
electricity,NL13,2015-03-26 03:00:00,6.640000265178969e-07
electricity,NL13,2015-03-26 06:00:00,0.0
electricity,NL13,2015-03-26 09:00:00,-7.999999979801942e-06
electricity,NL13,2015-03-26 12:00:00,5.999999984851456e-06
electricity,NL13,2015-03-26 15:00:00,-2.0000004496978363e-07
electricity,NL13,2015-03-26 18:00:00,0.0
electricity,NL13,2015-03-26 21:00:00,0.0
electricity,NL13,2015-03-27 00:00:00,0.0
electricity,NL13,2015-03-27 03:00:00,4.664000016418868e-06
electricity,NL13,2015-03-27 06:00:00,2.999999992425728e-06
electricity,NL13,2015-03-27 09:00:00,0.0
electricity,NL13,2015-03-27 12:00:00,8.709999974598759e-06
electricity,NL13,2015-03-27 15:00:00,-3.999999989900971e-06
electricity,NL13,2015-03-27 18:00:00,0.0
electricity,NL13,2015-03-27 21:00:00,7.000000096013537e-06
electricity,NL13,2015-03-28 00:00:00,-2.999999992425728e-06
electricity,NL13,2015-03-28 03:00:00,-1.667999981691537e-06
electricity,NL13,2015-03-28 06:00:00,8.999999977277184e-06
electricity,NL13,2015-03-28 09:00:00,8.999999977277184e-06
electricity,NL13,2015-03-28 12:00:00,1.0000001111620804e-06
electricity,NL13,2015-03-28 15:00:00,-5.399999849942105e-06
electricity,NL13,2015-03-28 18:00:00,3.000000106112566e-06
electricity,NL13,2015-03-28 21:00:00,-3.9999999046358425e-06
electricity,NL13,2015-03-29 00:00:00,-2.00000000916134e-06
electricity,NL13,2015-03-29 03:00:00,-6.000000006167738e-06
electricity,NL13,2015-03-29 06:00:00,1.3999999737279722e-06
electricity,NL13,2015-03-29 09:00:00,1.0000002248489182e-06
electricity,NL13,2015-03-29 12:00:00,2.999999992425728e-06
electricity,NL13,2015-03-29 15:00:00,1.9000000577307219e-06
electricity,NL13,2015-03-29 18:00:00,0.0
electricity,NL13,2015-03-29 21:00:00,1.800000075213859e-06
electricity,NL13,2015-03-30 00:00:00,-3.999999933057552e-06
electricity,NL13,2015-03-30 03:00:00,7.989999915025692e-06
electricity,NL13,2015-03-30 06:00:00,-3.999999975690116e-06
electricity,NL13,2015-03-30 09:00:00,-5.999999984851456e-06
electricity,NL13,2015-03-30 12:00:00,-4.9999999873762135e-06
electricity,NL13,2015-03-30 15:00:00,6.999999982326699e-06
electricity,NL13,2015-03-30 18:00:00,0.0
electricity,NL13,2015-03-30 21:00:00,-1.9999998812636477e-06
electricity,NL13,2015-03-31 00:00:00,-2.000000023372195e-06
electricity,NL13,2015-03-31 03:00:00,-1.0000000003174137e-05
electricity,NL13,2015-03-31 06:00:00,4.000000000559112e-06
electricity,NL13,2015-03-31 09:00:00,-1.999999909685357e-06
electricity,NL13,2015-03-31 12:00:00,3.999999933057552e-06
electricity,NL13,2015-03-31 15:00:00,-6.000000052353016e-06
electricity,NL13,2015-03-31 18:00:00,0.0
electricity,NL13,2015-03-31 21:00:00,6.000000126960003e-06
electricity,NL21,2015-03-01 00:00:00,3.200000014658144e-05
electricity,NL21,2015-03-01 03:00:00,2.000000017687853e-05
electricity,NL21,2015-03-01 06:00:00,3.799999990405922e-05
electricity,NL21,2015-03-01 09:00:00,-5.6799999589074446e-05
electricity,NL21,2015-03-01 12:00:00,6.000000290384833e-06
electricity,NL21,2015-03-01 15:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-01 18:00:00,-1.950000000761065e-05
electricity,NL21,2015-03-01 21:00:00,2.800000015668047e-05
electricity,NL21,2015-03-02 00:00:00,7.319999985533343e-05
electricity,NL21,2015-03-02 03:00:00,5.69999998205617e-05
electricity,NL21,2015-03-02 06:00:00,-2.9999999696883606e-05
electricity,NL21,2015-03-02 09:00:00,4.199999693810241e-06
electricity,NL21,2015-03-02 12:00:00,1.2999999853491317e-05
electricity,NL21,2015-03-02 15:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-02 18:00:00,5.800000008093775e-05
electricity,NL21,2015-03-02 21:00:00,4.5999999883861165e-05
electricity,NL21,2015-03-03 00:00:00,-1.1999999969702912e-05
electricity,NL21,2015-03-03 03:00:00,-3.999999989900971e-05
electricity,NL21,2015-03-03 06:00:00,0.0
electricity,NL21,2015-03-03 09:00:00,-5.999999984851456e-05
electricity,NL21,2015-03-03 12:00:00,3.999999989900971e-05
electricity,NL21,2015-03-03 15:00:00,7.200000027296483e-05
electricity,NL21,2015-03-03 18:00:00,7.999999979801942e-05
electricity,NL21,2015-03-03 21:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-04 00:00:00,-2.7999999929306796e-05
electricity,NL21,2015-03-04 03:00:00,4.0000000126383384e-05
electricity,NL21,2015-03-04 06:00:00,3.0000000151630957e-05
electricity,NL21,2015-03-04 09:00:00,2.2000000171829015e-05
electricity,NL21,2015-03-04 12:00:00,-6.500000017695129e-05
electricity,NL21,2015-03-04 15:00:00,-5.599999985861359e-05
electricity,NL21,2015-03-04 18:00:00,-3.999999989900971e-05
electricity,NL21,2015-03-04 21:00:00,-3.0000000151630957e-05
electricity,NL21,2015-03-05 00:00:00,-6.999999982326699e-05
electricity,NL21,2015-03-05 03:00:00,3.0000000151630957e-05
electricity,NL21,2015-03-05 06:00:00,5.100000043967157e-05
electricity,NL21,2015-03-05 09:00:00,0.0
electricity,NL21,2015-03-05 12:00:00,-8.000000025276677e-05
electricity,NL21,2015-03-05 15:00:00,-1.9999999949504854e-05
electricity,NL21,2015-03-05 18:00:00,-3.999999989900971e-05
electricity,NL21,2015-03-05 21:00:00,5.999999984851456e-05
electricity,NL21,2015-03-06 00:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-06 03:00:00,-4.9999999873762135e-05
electricity,NL21,2015-03-06 06:00:00,3.0000000151630957e-05
electricity,NL21,2015-03-06 09:00:00,-1.9999999949504854e-05
electricity,NL21,2015-03-06 12:00:00,-1.0000000202126103e-05
electricity,NL21,2015-03-06 15:00:00,-6.099999973230297e-05
electricity,NL21,2015-03-06 18:00:00,-9.999999747378752e-06
electricity,NL21,2015-03-06 21:00:00,-1.0000000202126103e-05
electricity,NL21,2015-03-07 00:00:00,-1.9999999949504854e-05
electricity,NL21,2015-03-07 03:00:00,0.0
electricity,NL21,2015-03-07 06:00:00,4.9999999873762135e-05
electricity,NL21,2015-03-07 09:00:00,-3.700000002027082e-05
electricity,NL21,2015-03-07 12:00:00,1.600000018697756e-05
electricity,NL21,2015-03-07 15:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-07 18:00:00,-9.999999974752427e-06
electricity,NL21,2015-03-07 21:00:00,0.0
electricity,NL21,2015-03-08 00:00:00,-1.4999999848441803e-05
electricity,NL21,2015-03-08 03:00:00,-1.999999972213118e-05
electricity,NL21,2015-03-08 06:00:00,-5.000000010113581e-05
electricity,NL21,2015-03-08 09:00:00,-4.1000000607915865e-06
electricity,NL21,2015-03-08 12:00:00,5.469999999974107e-05
electricity,NL21,2015-03-08 15:00:00,3.0000000151630957e-05
electricity,NL21,2015-03-08 18:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-08 21:00:00,-5.000000010113581e-05
electricity,NL21,2015-03-09 00:00:00,9.999999974752427e-06
electricity,NL21,2015-03-09 03:00:00,-6.999999868639861e-06
electricity,NL21,2015-03-09 06:00:00,8.399999978792039e-05
electricity,NL21,2015-03-09 09:00:00,-7.800000048518996e-05
electricity,NL21,2015-03-09 12:00:00,-2.9999999696883606e-05
electricity,NL21,2015-03-09 15:00:00,1.0000000202126103e-05
electricity,NL21,2015-03-09 18:00:00,-6.000000030326191e-05
electricity,NL21,2015-03-09 21:00:00,9.999999747378752e-06
electricity,NL21,2015-03-10 00:00:00,-9.999999974752427e-06
electricity,NL21,2015-03-10 03:00:00,5.999999984851456e-05
electricity,NL21,2015-03-10 06:00:00,-1.9999999949504854e-05
electricity,NL21,2015-03-10 09:00:00,3.0000000151630957e-05
electricity,NL21,2015-03-10 12:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-10 15:00:00,-1.0000000202126103e-05
electricity,NL21,2015-03-10 18:00:00,-5.000000010113581e-05
electricity,NL21,2015-03-10 21:00:00,0.0
electricity,NL21,2015-03-11 00:00:00,-1.1999999969702912e-05
electricity,NL21,2015-03-11 03:00:00,5.2000000096086296e-05
electricity,NL21,2015-03-11 06:00:00,-1.3500000022759195e-05
electricity,NL21,2015-03-11 09:00:00,8.410000009462237e-05
electricity,NL21,2015-03-11 12:00:00,5.120999958307948e-05
electricity,NL21,2015-03-11 15:00:00,8.820000039122533e-05
electricity,NL21,2015-03-11 18:00:00,3.7400000110210385e-05
electricity,NL21,2015-03-11 21:00:00,-6.000000007588824e-05
electricity,NL21,2015-03-12 00:00:00,-3.999999989900971e-05
electricity,NL21,2015-03-12 03:00:00,4.4759999809684814e-05
electricity,NL21,2015-03-12 06:00:00,-1.700000029813964e-05
electricity,NL21,2015-03-12 09:00:00,-1.0000000202126103e-05
electricity,NL21,2015-03-12 12:00:00,-7.000000005064066e-05
electricity,NL21,2015-03-12 15:00:00,-1.9999999494757503e-05
electricity,NL21,2015-03-12 18:00:00,3.999999989900971e-05
electricity,NL21,2015-03-12 21:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-13 00:00:00,9.999999974752427e-06
electricity,NL21,2015-03-13 03:00:00,-9.999999974752427e-06
electricity,NL21,2015-03-13 06:00:00,-2.9999999696883606e-05
electricity,NL21,2015-03-13 09:00:00,-1.9999999949504854e-05
electricity,NL21,2015-03-13 12:00:00,-1.9999999949504854e-05
electricity,NL21,2015-03-13 15:00:00,-6.999999959589331e-05
electricity,NL21,2015-03-13 18:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-13 21:00:00,3.0000000151630957e-05
electricity,NL21,2015-03-14 00:00:00,2.999999992425728e-05
electricity,NL21,2015-03-14 03:00:00,2.999999992425728e-05
electricity,NL21,2015-03-14 06:00:00,-4.0000000126383384e-05
electricity,NL21,2015-03-14 09:00:00,9.999999747378752e-06
electricity,NL21,2015-03-14 12:00:00,3.999999989900971e-05
electricity,NL21,2015-03-14 15:00:00,4.099999978279811e-05
electricity,NL21,2015-03-14 18:00:00,7.000000005064066e-05
electricity,NL21,2015-03-14 21:00:00,1.0000000202126103e-05
electricity,NL21,2015-03-15 00:00:00,9.999999974752427e-06
electricity,NL21,2015-03-15 03:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-15 06:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-15 09:00:00,4.9999999873762135e-05
electricity,NL21,2015-03-15 12:00:00,-9.999999747378752e-06
electricity,NL21,2015-03-15 15:00:00,8.000000002539309e-05
electricity,NL21,2015-03-15 18:00:00,6.000000007588824e-05
electricity,NL21,2015-03-15 21:00:00,-2.999999992425728e-05
electricity,NL21,2015-03-16 00:00:00,-4.0000000126383384e-05
electricity,NL21,2015-03-16 03:00:00,5.999999984851456e-05
electricity,NL21,2015-03-16 06:00:00,-6.000000030326191e-05
electricity,NL21,2015-03-16 09:00:00,-1.9999999949504854e-05
electricity,NL21,2015-03-16 12:00:00,-8.000000025276677e-05
electricity,NL21,2015-03-16 15:00:00,1.0000000202126103e-05
electricity,NL21,2015-03-16 18:00:00,-7.999999979801942e-05
electricity,NL21,2015-03-16 21:00:00,1.9999999949504854e-05
electricity,NL21,2015-03-17 00:00:00,-7.000000005064066e-05
electricity,NL21,2015-03-17 03:00:00,7.000000096013537e-06
electricity,NL21,2015-03-17 06:00:00,3.000000106112566e-06
electricity,NL21,2015-03-17 09:00:00,-4.1000000237545464e-05
electricity,NL21,2015-03-17 12:00:00,-7.999999979801942e-05
electricity,NL21,2015-03-17 15:00:00,-9.999999747378752e-06
electricity,NL21,2015-03-17 18:00:00,3.999999989900971e-05
electricity,NL21,2015-03-17 21:00:00,4.9999999873762135e-05
electricity,NL21,2015-03-18 00:00:00,3.90000000152213e-05
electricity,NL21,2015-03-18 03:00:00,-6.199999984346505e-05
